source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
P10914	P33076	IRF1	CIITA	True	True	False	True	True	False	A
P49335	P01275	POU3F4	GCG	True	True	False	True	True	False	D
P08047	P08253	SP1	MMP2	True	True	False	True	True	False	A
Q02447	P08253	SP3	MMP2	True	True	False	True	True	False	A
P05549	P08253	TFAP2A	MMP2	True	True	False	True	True	False	A
P43268	P08253	ETV4	MMP2	True	True	False	True	True	False	A
P15336	P38936	ATF2	CDKN1A	True	True	False	True	True	False	A
P17275	P38936	JUNB	CDKN1A	True	True	False	True	True	False	D
P17535	P38936	JUND	CDKN1A	True	True	False	True	True	False	D
P01106	P30279	MYC	CCND2	True	True	False	True	True	False	A
P61244	P01106	MAX	MYC	True	False	True	True	False	True	D
P18146	P25445	EGR1	FAS	True	False	True	True	False	True	A
Q01543	P37173	FLI1	TGFBR2	True	True	True	True	True	False	A
P08047	Q07812	SP1	BAX	True	True	False	True	True	False	A
P14921	P35638	ETS1	DDIT3	True	True	False	True	True	False	D
P14921	P0DPQ6	ETS1	DDIT3	True	True	False	True	True	False	D
P04637	P14921	TP53	ETS1	True	False	True	False	False	False	D
P14921	P04637	ETS1	TP53	True	True	False	True	True	False	A
P04637	P15036	TP53	ETS2	True	False	True	False	False	False	D
P15036	P04637	ETS2	TP53	True	True	False	True	True	False	A
P08047	Q01860	SP1	POU5F1	True	True	False	True	True	False	D
P18146	Q15742	EGR1	NAB2	True	True	False	True	True	False	A
P04637	P06493	TP53	CDK1	True	False	True	True	False	True	A
P04637	P16949	TP53	STMN1	True	False	True	True	False	True	D
Q96RI1	P51161	NR1H4	FABP6	True	True	False	True	True	False	A
P04637	P46527	TP53	CDKN1B	True	True	False	True	True	False	A
P04637	Q9BQI5	TP53	SGIP1	True	True	False	True	True	False	D
P41235	P35680	HNF4A	HNF1B	True	True	False	False	False	False	D
P04637	P27816	TP53	MAP4	True	False	True	True	False	True	A
P42224	P10914	STAT1	IRF1	True	True	True	True	True	False	A
Q99814	P15692	EPAS1	VEGFA	True	True	False	True	True	False	A
P05412	Q06413	JUN	MEF2C	True	False	False	False	False	False	D
Q06413	P05412	MEF2C	JUN	True	True	True	True	True	False	A
P05549	P12830	TFAP2A	CDH1	True	True	True	True	True	False	A
P17542	Q8NEB9	TAL1	PIK3C3	True	True	False	True	True	False	D
P42226	P10914	STAT6	IRF1	True	True	True	True	False	True	A
P10914	P42224	IRF1	STAT1	True	True	False	False	False	False	B
P04637	P28482	TP53	MAPK1	True	True	True	False	False	False	D
Q07869	P25874	PPARA	UCP1	True	True	True	True	True	False	A
P37231	P25874	PPARG	UCP1	True	True	False	True	True	False	A
P01100	P17676	FOS	CEBPB	True	True	False	False	False	False	C
P17676	P01100	CEBPB	FOS	True	True	False	True	True	False	A
P01100	P53567	FOS	CEBPG	True	False	False	False	False	False	D
P01100	P17612	FOS	PRKACA	True	True	False	True	True	False	D
Q13127	P01185	REST	AVP	True	True	True	True	False	True	D
P18846	P22301	ATF1	IL10	True	True	False	True	True	False	A
P16220	P22301	CREB1	IL10	True	True	False	True	True	False	A
P17947	Q10981	SPI1	FUT2	True	True	False	True	True	False	D
Q07869	P05231	PPARA	IL6	True	False	True	True	False	True	D
Q04206	P05231	RELA	IL6	True	True	True	True	True	False	A
P23511	P08047	NFYA	SP1	True	False	False	False	False	False	D
P17947	P05107	SPI1	ITGB2	True	True	False	True	True	False	A
P20823	P02768	HNF1A	ALB	True	True	False	True	True	False	A
P49715	P17676	CEBPA	CEBPB	True	True	False	False	False	False	D
Q02078	P15173	MEF2A	MYOG	True	True	False	True	True	False	D
P15172	P15173	MYOD1	MYOG	True	True	False	True	True	False	D
P22415	P14635	USF1	CCNB1	True	True	False	True	True	False	A
P01106	P10275	MYC	AR	True	True	False	False	False	False	D
P10275	P01106	AR	MYC	True	True	True	True	False	True	A
P36956	Q16850	SREBF1	CYP51A1	True	True	False	True	True	False	D
P16220	P01375	CREB1	TNF	True	True	True	True	False	True	D
P08047	P13726	SP1	F3	True	True	False	True	True	False	A
P05549	O94761	TFAP2A	RECQL4	True	True	False	True	True	False	D
Q9UH73	P51451	EBF1	BLK	True	True	False	True	True	False	D
P19838	P05362	NFKB1	ICAM1	True	True	False	True	True	False	A
P19838	P19320	NFKB1	VCAM1	True	True	False	True	True	False	A
Q04206	P05362	RELA	ICAM1	True	True	False	True	True	False	A
Q04206	P19320	RELA	VCAM1	True	True	False	True	True	False	A
P04637	Q9UK53	TP53	ING1	True	True	True	True	False	True	A
P04637	P02686	TP53	MBP	True	True	False	True	True	False	D
P14921	P17948	ETS1	FLT1	True	True	False	True	True	False	A
Q15744	P02788	CEBPE	LTF	True	True	False	True	True	False	A
P14316	P33076	IRF2	CIITA	True	True	False	True	True	False	A
P22415	P51587	USF1	BRCA2	True	True	False	True	True	False	A
P32519	P51587	ELF1	BRCA2	True	True	False	True	True	False	A
Q15853	P51587	USF2	BRCA2	True	True	False	True	True	False	A
P08047	P01375	SP1	TNF	True	True	True	True	True	False	A
P84022	O15105	SMAD3	SMAD7	True	True	True	True	True	False	A
Q13485	O15105	SMAD4	SMAD7	True	True	False	True	True	False	A
P15407	P15502	FOSL1	ELN	True	False	True	True	False	True	A
P05412	P15502	JUN	ELN	True	False	True	True	False	True	A
O15350	Q07812	TP73	BAX	True	True	False	True	True	False	D
Q16665	P38936	HIF1A	CDKN1A	True	True	False	True	True	False	A
P16220	P61812	CREB1	TGFB2	True	True	False	True	True	False	D
P05549	P29372	TFAP2A	MPG	True	True	False	True	True	False	A
P18850	P11021	ATF6	HSPA5	True	True	False	True	True	False	A
P42229	P05231	STAT5A	IL6	True	True	False	True	True	False	D
P18846	P61812	ATF1	TGFB2	True	True	False	True	True	False	A
P01106	P27708	MYC	CAD	True	True	False	True	True	False	A
P22415	P27708	USF1	CAD	True	True	False	True	True	False	D
P15923	P01308	TCF3	INS	True	True	False	True	True	False	D
P10914	P19878	IRF1	NCF2	True	True	False	True	True	False	D
Q02556	P19878	IRF8	NCF2	True	True	False	True	True	False	A
P17676	Q92887	CEBPB	ABCC2	True	True	False	True	True	False	D
P18146	O15350	EGR1	TP73	True	True	False	True	True	False	A
P08047	O15350	SP1	TP73	True	True	False	True	True	False	D
P05549	O15350	TFAP2A	TP73	True	True	False	True	True	False	D
P11308	P13598	ERG	ICAM2	True	True	False	True	True	False	A
P41235	P03950	HNF4A	ANG	True	True	False	True	True	False	D
P08047	P29474	SP1	NOS3	True	True	False	True	True	False	A
P49711	P05067	CTCF	APP	True	True	True	True	True	False	A
P19838	Q07817	NFKB1	BCL2L1	True	True	True	True	True	False	A
Q04206	Q07817	RELA	BCL2L1	True	True	True	True	True	False	A
P26358	P15692	DNMT1	VEGFA	True	True	False	True	True	False	D
P42224	P07476	STAT1	IVL	True	True	True	True	False	True	D
P36956	P49327	SREBF1	FASN	True	True	False	True	True	False	A
Q03060	P60568	CREM	IL2	True	True	True	True	False	True	A
P42226	P51671	STAT6	CCL11	True	True	True	True	True	False	D
P19544	P01137	WT1	TGFB1	True	True	True	False	False	False	D
O75030	P14679	MITF	TYR	True	True	False	True	True	False	A
P49715	P05549	CEBPA	TFAP2A	True	True	False	True	True	False	D
Q16665	P05121	HIF1A	SERPINE1	True	True	False	True	True	False	A
P10242	P78396	MYB	CCNA1	True	True	False	True	True	False	A
Q01094	P42771	E2F1	CDKN2A	True	True	False	True	True	False	A
Q01094	Q8N726	E2F1	CDKN2A	True	True	False	True	True	False	A
Q01094	P20248	E2F1	CCNA2	True	True	False	True	True	False	A
P41212	Q01196	ETV6	RUNX1	True	True	False	False	False	False	C
Q01196	P41212	RUNX1	ETV6	True	True	True	True	False	True	B
P04637	O14763	TP53	TNFRSF10B	True	True	False	True	True	False	A
P04637	P38398	TP53	BRCA1	True	False	True	True	False	True	A
P84022	P38936	SMAD3	CDKN1A	True	True	False	True	True	False	A
P01106	P19338	MYC	NCL	True	True	False	True	True	False	A
P01106	P09601	MYC	HMOX1	True	True	False	True	True	False	A
P19544	O14746	WT1	TERT	True	False	True	True	False	True	A
P01100	P60568	FOS	IL2	True	True	False	True	True	False	A
P04637	P35625	TP53	TIMP3	True	True	True	True	False	True	D
P10275	P38936	AR	CDKN1A	True	True	True	True	True	False	A
P04637	Q9H3D4	TP53	TP63	True	True	True	True	True	False	A
P61244	O14746	MAX	TERT	True	True	False	True	True	False	D
P18146	P01344	EGR1	IGF2	True	True	False	True	True	False	A
P19544	P01344	WT1	IGF2	True	False	True	True	False	True	A
P04637	P29474	TP53	NOS3	True	False	True	True	False	True	D
P14921	P12272	ETS1	PTHLH	True	True	False	True	True	False	A
P08047	Q06787	SP1	FMR1	True	True	False	True	True	False	A
P05549	Q06787	TFAP2A	FMR1	True	True	False	True	True	False	A
P17676	P05019	CEBPB	IGF1	True	True	False	True	True	False	D
P04637	P01137	TP53	TGFB1	True	True	True	False	False	False	A
P04637	Q99988	TP53	GDF15	True	True	False	True	True	False	A
P08047	P24821	SP1	TNC	True	True	False	True	True	False	D
Q01543	P24821	FLI1	TNC	True	True	True	True	False	True	D
O75030	Q01726	MITF	MC1R	True	True	False	True	True	False	D
P08047	P12931	SP1	SRC	True	True	True	True	False	True	A
Q15797	P10451	SMAD1	SPP1	True	True	False	True	True	False	A
O95238	P07288	SPDEF	KLK3	True	True	False	True	True	False	D
P49711	P01106	CTCF	MYC	True	True	True	True	False	True	A
P41235	P22680	HNF4A	CYP7A1	True	True	True	True	True	False	A
Q13285	P05111	NR5A1	INHA	True	True	False	True	True	False	D
P51692	Q92793	STAT5B	CREBBP	True	True	False	True	True	False	D
P10276	P10826	RARA	RARB	True	True	False	True	True	False	A
P08047	P22105	SP1	TNXB	True	True	False	True	True	False	D
P17676	P35354	CEBPB	PTGS2	True	True	True	True	True	False	A
Q07869	P06858	PPARA	LPL	True	True	False	True	True	False	A
Q16656	O60841	NRF1	EIF5B	True	True	False	True	True	False	D
Q01094	Q16656	E2F1	NRF1	True	False	False	False	False	False	D
Q13562	P01308	NEUROD1	INS	True	True	False	True	True	False	A
Q13127	Q05586	REST	GRIN1	True	False	True	True	False	True	A
P08047	P13500	SP1	CCL2	True	True	False	True	True	False	A
P08047	O95715	SP1	CXCL14	True	True	False	True	True	False	D
P10242	Q92793	MYB	CREBBP	True	True	False	False	False	False	D
P05549	P04626	TFAP2A	ERBB2	True	True	False	True	True	False	A
Q6DJT9	P01344	PLAG1	IGF2	True	True	False	True	True	False	D
P17676	P01236	CEBPB	PRL	True	True	False	True	True	False	A
Q04206	P02751	RELA	FN1	True	True	True	True	True	False	A
P19838	P02751	NFKB1	FN1	True	True	True	True	True	False	A
P49716	P37231	CEBPD	PPARG	True	True	False	True	True	False	D
P43268	P15428	ETV4	HPGD	True	True	False	True	True	False	D
P01100	P10415	FOS	BCL2	True	True	False	True	True	False	D
P06401	P01106	PGR	MYC	True	True	True	True	True	False	A
P42224	P33076	STAT1	CIITA	True	True	False	True	True	False	A
P14921	P01236	ETS1	PRL	True	True	False	True	True	False	A
P28069	P01222	POU1F1	TSHB	True	True	False	True	True	False	D
Q9Y261	P52945	FOXA2	PDX1	True	True	False	True	True	False	A
P25490	P13569	YY1	CFTR	True	True	True	True	True	False	D
P05412	P01236	JUN	PRL	True	True	False	True	True	False	D
O95863	P12830	SNAI1	CDH1	True	False	True	True	False	True	A
P04637	P50750	TP53	CDK9	True	True	False	False	False	False	D
P08047	P22301	SP1	IL10	True	True	False	True	True	False	A
P42226	P16050	STAT6	ALOX15	True	True	False	True	True	False	A
P01100	P16070	FOS	CD44	True	True	False	True	True	False	B
P05412	P16070	JUN	CD44	True	True	False	True	True	False	A
Q03060	P07101	CREM	TH	True	False	True	True	False	True	D
P05412	P35354	JUN	PTGS2	True	True	False	True	True	False	A
Q99612	P00749	KLF6	PLAU	True	True	False	True	True	False	D
P10275	P13796	AR	LCP1	True	True	False	True	True	False	C
P18146	P17948	EGR1	FLT1	True	True	False	True	True	False	A
P08047	P04179	SP1	SOD2	True	True	True	True	True	False	A
P08047	P11597	SP1	CETP	True	True	True	True	False	True	A
Q02447	P11597	SP3	CETP	True	False	True	True	False	True	D
P42224	P08670	STAT1	VIM	True	True	False	True	True	False	D
P01106	P01116	MYC	KRAS	True	True	True	True	False	True	D
Q9Y6X8	P02771	ZHX2	AFP	True	False	True	True	False	True	D
P41235	P01241	HNF4A	GH1	True	False	True	True	False	True	A
P41235	Q9Y261	HNF4A	FOXA2	True	True	True	False	False	False	D
P41235	Q9UBC0	HNF4A	ONECUT1	True	True	True	False	False	False	D
Q9UBC0	P41235	ONECUT1	HNF4A	True	True	False	True	True	False	D
Q01658	P20226	DR1	TBP	True	False	True	True	False	True	D
P14921	P55055	ETS1	NR1H2	True	True	False	True	True	False	D
P55055	P14921	NR1H2	ETS1	True	False	False	False	False	False	D
P17676	Q06330	CEBPB	RBPJ	True	True	False	True	True	False	D
Q99626	P09848	CDX2	LCT	True	True	False	True	True	False	A
P17947	P24158	SPI1	PRTN3	True	True	False	True	True	False	A
P43694	P03971	GATA4	AMH	True	True	False	True	True	False	D
Q13285	P03971	NR5A1	AMH	True	True	False	True	True	False	A
P11473	P02818	VDR	BGLAP	True	True	False	True	True	False	A
Q16665	P35228	HIF1A	NOS2	True	True	False	True	True	False	A
Q13133	P11597	NR1H3	CETP	True	True	False	True	True	False	D
P04637	Q03135	TP53	CAV1	True	True	False	True	True	False	A
P36956	Q03135	SREBF1	CAV1	True	False	True	True	False	True	D
P01100	P03956	FOS	MMP1	True	True	False	True	True	False	A
P08047	Q03405	SP1	PLAUR	True	True	False	True	True	False	A
Q00613	O14756	HSF1	HSD17B6	True	False	True	True	False	True	D
Q00613	P04792	HSF1	HSPB1	True	True	False	True	True	False	C
Q01094	P05121	E2F1	SERPINE1	True	False	True	True	False	True	A
Q01094	P00749	E2F1	PLAU	True	True	True	True	True	True	D
P52951	P05231	GBX2	IL6	True	True	False	True	True	False	D
P04637	P36952	TP53	SERPINB5	True	True	False	True	True	False	A
Q15797	O43541	SMAD1	SMAD6	True	True	False	True	True	False	D
P10243	P10415	MYBL1	BCL2	True	True	False	True	True	False	D
P10242	P10415	MYB	BCL2	True	True	True	True	True	False	A
Q13285	Q01860	NR5A1	POU5F1	True	True	False	True	True	False	A
P10276	Q01860	RARA	POU5F1	True	True	False	True	True	False	C
P18146	P36544	EGR1	CHRNA7	True	True	False	True	True	False	A
P01100	P0DP23	FOS	CALM1	True	True	False	True	True	False	C
Q06710	P07202	PAX8	TPO	True	True	False	True	True	False	A
P14921	P07858	ETS1	CTSB	True	True	False	True	True	False	A
P08047	P07858	SP1	CTSB	True	True	False	True	True	False	D
Q02447	P07858	SP3	CTSB	True	True	False	True	True	False	A
P10914	P01574	IRF1	IFNB1	True	True	False	True	True	False	A
P27540	P15692	ARNT	VEGFA	True	True	False	True	True	False	A
Q14765	P01106	STAT4	MYC	True	True	False	True	True	False	A
P01106	P60568	MYC	IL2	True	True	True	True	True	False	A
P05549	Q9Y4X4	TFAP2A	KLF12	True	False	True	False	False	False	D
Q9Y4X4	P05549	KLF12	TFAP2A	True	False	True	True	False	True	A
P49715	P59666	CEBPA	DEFA3	True	True	False	True	True	False	A
Q04864	P05362	REL	ICAM1	True	True	False	True	True	False	A
Q02447	P13726	SP3	F3	True	False	True	True	False	True	D
P84022	P01137	SMAD3	TGFB1	True	True	True	False	False	False	A
P23769	P29474	GATA2	NOS3	True	True	False	True	True	False	A
O75626	P01106	PRDM1	MYC	True	False	True	True	False	True	A
P01106	P25490	MYC	YY1	True	False	True	False	False	False	D
P25490	P01106	YY1	MYC	True	True	True	True	True	False	A
P10914	P13501	IRF1	CCL5	True	True	False	True	True	False	A
P04150	P11511	NR3C1	CYP19A1	True	True	False	True	True	False	D
P08047	P08235	SP1	NR3C2	True	True	False	True	True	False	D
P08047	Q04206	SP1	RELA	True	True	False	True	True	False	A
P08047	P08069	SP1	IGF1R	True	True	False	True	True	False	A
P14859	P69891	POU2F1	HBG1	True	False	True	True	False	True	A
P10276	Q92887	RARA	ABCC2	True	True	True	True	False	True	D
P18846	P22303	ATF1	ACHE	True	True	True	True	True	True	D
Q02447	Q13349	SP3	ITGAD	True	True	True	True	True	False	A
P08047	Q13349	SP1	ITGAD	True	True	False	True	True	False	A
P10242	P20020	MYB	ATP2B1	True	True	True	True	False	True	D
Q05195	O14746	MXD1	TERT	True	True	True	True	False	True	D
P10914	P48023	IRF1	FASLG	True	True	False	True	True	False	D
P17947	P28482	SPI1	MAPK1	True	False	True	True	False	True	D
Q13285	P20813	NR5A1	CYP2B6	True	True	False	True	True	False	D
P04637	Q96FX8	TP53	PERP	True	True	True	True	True	False	A
P08047	O95461	SP1	LARGE1	True	True	False	True	True	False	D
P61244	P48023	MAX	FASLG	True	True	False	True	True	False	D
P01106	P48023	MYC	FASLG	True	True	False	True	True	False	A
P17947	O00206	SPI1	TLR4	True	True	False	True	True	False	A
P49711	Q96ST3	CTCF	SIN3A	True	True	False	True	True	False	D
P40763	P14136	STAT3	GFAP	True	True	False	True	True	False	A
P03372	P02788	ESR1	LTF	True	True	False	True	True	False	A
P10914	P10242	IRF1	MYB	True	False	True	True	False	True	D
P19544	P03971	WT1	AMH	True	True	False	True	True	False	A
P40763	P15692	STAT3	VEGFA	True	True	True	True	True	False	A
Q07869	P22680	PPARA	CYP7A1	True	False	True	True	False	True	A
P49715	P11684	CEBPA	SCGB1A1	True	True	False	True	True	False	D
P04637	P08183	TP53	ABCB1	True	False	True	True	False	True	A
O75030	Q9UJU2	MITF	LEF1	True	False	False	False	False	False	D
Q9UJU2	O75030	LEF1	MITF	True	True	False	True	True	False	A
O75444	P04637	MAF	TP53	True	True	False	True	True	False	D
P04637	O75444	TP53	MAF	True	True	False	False	False	False	D
P08047	P14618	SP1	PKM	True	True	False	True	True	False	D
P52945	P10997	PDX1	IAPP	True	True	False	True	True	False	D
Q08050	P11168	FOXM1	SLC2A2	True	True	False	True	True	False	D
P20823	P11168	HNF1A	SLC2A2	True	True	False	True	True	False	A
P04637	P30411	TP53	BDKRB2	True	True	False	True	True	False	A
P49715	P05231	CEBPA	IL6	True	True	False	True	True	False	A
P49716	P05231	CEBPD	IL6	True	True	False	True	True	False	B
P11308	P37173	ERG	TGFBR2	True	True	False	True	True	False	D
P37231	P11511	PPARG	CYP19A1	True	False	True	True	False	True	C
P15036	Q09328	ETS2	MGAT5	True	True	False	True	True	False	D
O43474	P38936	KLF4	CDKN1A	True	True	True	True	True	False	A
P03372	P05019	ESR1	IGF1	True	True	False	True	True	False	A
P16220	P10415	CREB1	BCL2	True	True	False	True	True	False	A
P01100	Q14512	FOS	FGFBP1	True	True	False	True	True	False	D
P17535	Q14512	JUND	FGFBP1	True	True	False	True	True	False	D
P19544	P12830	WT1	CDH1	True	False	True	True	False	True	A
P04637	P45452	TP53	MMP13	True	False	True	True	False	True	D
P17676	P01375	CEBPB	TNF	True	True	False	True	True	False	A
P11161	P48023	EGR2	FASLG	True	True	True	True	False	True	A
Q16254	P24864	E2F4	CCNE1	True	True	False	True	True	False	D
Q14186	P24864	TFDP1	CCNE1	True	True	False	True	True	False	A
Q9Y4Z2	Q13562	NEUROG3	NEUROD1	True	True	False	True	True	False	A
Q9UL17	P01579	TBX21	IFNG	True	True	False	True	True	False	A
P08047	P13866	SP1	SLC5A1	True	True	False	True	True	False	D
P10914	P28065	IRF1	PSMB9	True	True	False	True	True	False	A
P42224	P28065	STAT1	PSMB9	True	True	False	True	True	False	A
P10242	P35354	MYB	PTGS2	True	True	False	True	True	False	D
P10276	P42771	RARA	CDKN2A	True	True	False	True	True	False	D
P10276	Q8N726	RARA	CDKN2A	True	True	False	True	True	False	D
P20823	P35575	HNF1A	G6PC1	True	True	False	True	True	False	A
P08047	P37173	SP1	TGFBR2	True	True	False	True	True	False	A
Q9Y261	Q03014	FOXA2	HHEX	True	True	False	True	True	False	A
Q03014	P43694	HHEX	GATA4	True	False	False	False	False	False	D
Q13285	Q01718	NR5A1	MC2R	True	True	False	True	True	False	A
P08047	P10275	SP1	AR	True	True	False	True	True	False	A
O75030	Q13207	MITF	TBX2	True	True	False	True	True	False	D
P08047	P08123	SP1	COL1A2	True	True	False	True	True	False	A
P11831	P22736	SRF	NR4A1	True	True	False	True	True	False	C
P42224	P42081	STAT1	CD86	True	True	False	True	True	False	A
Q06546	P38398	GABPA	BRCA1	True	True	False	True	True	False	A
P78545	P19013	ELF3	KRT4	True	False	True	True	False	True	D
P78545	P35326	ELF3	SPRR2A	True	True	False	True	True	False	A
P01100	C9JRZ8	FOS	AKR1B15	True	True	False	True	True	False	D
P04637	O94907	TP53	DKK1	True	True	False	True	True	False	A
Q16665	P00450	HIF1A	CP	True	True	False	True	True	False	A
P08047	P08670	SP1	VIM	True	True	False	True	True	False	A
Q07869	P33121	PPARA	ACSL1	True	True	True	True	True	False	A
Q9UQR1	P08670	ZNF148	VIM	True	False	True	True	False	True	D
P04637	O14746	TP53	TERT	True	False	True	True	False	True	A
P08047	O14746	SP1	TERT	True	True	False	True	True	False	A
P48382	P13747	RFX5	HLA-E	True	True	False	True	True	False	D
P20823	P16662	HNF1A	UGT2B7	True	True	False	True	True	False	A
P14859	P16662	POU2F1	UGT2B7	True	True	False	True	True	False	A
P01100	P45452	FOS	MMP13	True	True	False	True	True	False	C
P05412	P45452	JUN	MMP13	True	True	False	True	True	False	A
P17535	P45452	JUND	MMP13	True	True	False	True	True	False	A
P41235	P30613	HNF4A	PKLR	True	True	False	True	True	False	A
P18146	P02751	EGR1	FN1	True	True	False	True	True	False	A
P18146	P05121	EGR1	SERPINE1	True	True	False	True	True	False	A
P18146	P01137	EGR1	TGFB1	True	True	False	True	True	False	A
P98177	P46527	FOXO4	CDKN1B	True	True	False	True	True	False	A
P04637	P33527	TP53	ABCC1	True	True	False	True	True	False	A
P08047	P28908	SP1	TNFRSF8	True	True	False	True	True	False	A
P49716	P01375	CEBPD	TNF	True	True	False	True	True	False	A
P84022	P08123	SMAD3	COL1A2	True	True	False	True	True	False	D
P11473	P00918	VDR	CA2	True	True	False	True	True	False	D
Q14653	P13501	IRF3	CCL5	True	True	False	True	True	False	C
O75364	P07101	PITX3	TH	True	True	False	True	True	False	D
P36956	P53396	SREBF1	ACLY	True	True	False	True	True	False	A
Q12772	P53396	SREBF2	ACLY	True	True	False	True	True	False	A
P08047	Q8WTV0	SP1	SCARB1	True	True	False	True	True	False	B
P05412	P00533	JUN	EGFR	True	True	False	True	True	False	A
