source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources
COMPLEX:P19838_Q04864	P10415	NFKB1_REL	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	P10415	NFKB1_RELA	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	P10415	RELA_RELB	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	P10415	NFKB1_RELB	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	P10415	NFKB2_REL	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	P10415	NFKB2_RELA	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	P10415	REL	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	P10415	RELA	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	P01375	REL_RELA	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	P10415	RELB	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	P10415	NFKB2_RELB	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	P10415	NFKB2	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	P10415	NFKB1	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	P01375	NFKB1_NFKB2	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	P10415	REL_RELA	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	P10415	NFKB1_NFKB2	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	P10415	REL_RELB	BCL2	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	Q16548	NFKB1_REL	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	P01375	REL_RELB	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	Q16548	NFKB1_RELA	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	Q16548	RELA_RELB	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	Q16548	NFKB1_RELB	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	Q16548	NFKB2_REL	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	O15431	REL	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	Q16548	NFKB2_RELA	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	Q16548	REL	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	Q16548	RELA	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	Q16548	RELB	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	O15431	RELA	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	Q16548	NFKB2_RELB	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	Q16548	NFKB2	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	Q16548	NFKB1	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	Q16548	REL_RELA	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	O15431	RELB	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	Q16548	NFKB1_NFKB2	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	Q16548	REL_RELB	BCL2A1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	O15431	NFKB1_REL	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	O15431	NFKB1_RELA	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	O15431	RELA_RELB	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	O15431	NFKB1_RELB	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	O15431	NFKB2_REL	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	O15431	NFKB2_RELB	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	O15431	NFKB2	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	O15431	NFKB1	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	O15431	REL_RELA	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	O15431	NFKB1_NFKB2	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	O15431	REL_RELB	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	P01375	NFKB1_REL	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	P01375	NFKB1_RELA	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;KEGG-MEDICUS;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	P01375	RELA_RELB	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	P01375	NFKB1_RELB	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	P01375	NFKB2_REL	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	P01375	NFKB2_RELA	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	P01375	REL	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	Q99616	NFKB1_REL	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	Q99616	NFKB1_RELA	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	Q99616	RELA_RELB	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	Q99616	NFKB1_RELB	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	Q99616	NFKB2_REL	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	Q99616	NFKB2_RELA	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	Q99616	REL	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
P17676	P25100	CEBPB	ADRA1D	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	Q99616	RELA	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	Q99616	RELB	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	Q99616	NFKB2_RELB	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	Q99616	NFKB2	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	Q99616	NFKB1	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	Q99616	REL_RELA	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	Q99616	NFKB1_NFKB2	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	Q99616	REL_RELB	CCL13	True	True	False	True	True	False	CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
P05549	Q99616	TFAP2A	CCL13	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P20823	P05019	HNF1A	IGF1	True	True	False	True	True	False	CollecTRI;ORegAnno;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;SIGNOR;DoRothEA-A_CollecTRI;PAZAR;ORegAnno_DoRothEA;ExTRI_CollecTRI
P42229	P05019	STAT5A	IGF1	True	True	False	True	True	False	TFactS_CollecTRI;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;ReMap_DoRothEA;SIGNOR_CollecTRI;TRED_DoRothEA;HTRIdb_DoRothEA;SIGNOR_CollecTRI2;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;HOCOMOCO_DoRothEA;HTRIdb;RegNetwork_DoRothEA;ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;HTRI_CollecTRI;KEGG-MEDICUS;CollecTRI2;SIGNOR;DoRothEA-A_CollecTRI
P27540	Q16678	ARNT	CYP1B1	True	True	False	True	True	False	GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;TRRUST;HTRIdb_DoRothEA;SIGNOR_CollecTRI2;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;TRRUST_CollecTRI2;HTRIdb;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;GEREDB_CollecTRI;DoRothEA-A_CollecTRI
COMPLEX:P17275_P17535	P01033	JUNB_JUND	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412	P01033	JUN	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17275	P01033	FOSL2_JUNB	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15407	P01033	FOSL1_JUN	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535_P53539	P01033	FOSB_JUND	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17535	P01033	FOSL2_JUND	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P53539	P01033	FOSB_JUNB	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P05412	P01033	FOS_JUN	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17275	P01033	JUN_JUNB	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17275	P01033	FOSL1_JUNB	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17535	P01033	FOSL1_JUND	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17535	P01033	JUN_JUND	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17275	P01033	FOS_JUNB	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275	P01033	JUNB	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17535	P01033	FOS_JUND	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P53539	P01033	FOSB_JUN	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15408	P01033	FOSL2_JUN	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535	P01033	JUND	TIMP1	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;ExTRI_CollecTRI
P14921	P01033	ETS1	TIMP1	True	True	True	True	True	False	CollecTRI;TFactS_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;TRRD_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
P43268	P01033	ETV4	TIMP1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
P35869	Q16678	AHR	CYP1B1	True	True	False	True	True	False	GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;TRRUST;Pavlidis_CollecTRI2;HTRIdb_DoRothEA;SIGNOR_CollecTRI2;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;HOCOMOCO_DoRothEA;TRRUST_CollecTRI2;HTRIdb;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;GEREDB_CollecTRI;SIGNOR;DoRothEA-A_CollecTRI;Pavlidis2021_CollecTRI
P04637	P14635	TP53	CCNB1	True	False	True	True	False	True	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P26367	P32004	PAX6	L1CAM	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
Q8N187	Q92793	CARF	CREBBP	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	P51617	RELB	IRAK1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P42229	P24385	STAT5A	CCND1	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P42229	P08700	STAT5A	IL3	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P17676	P98155	CEBPB	VLDLR	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P23511	P98155	NFYA	VLDLR	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P53567	P98155	CEBPG	VLDLR	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P15336	P24385	ATF2	CCND1	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P04637	Q00987	TP53	MDM2	True	True	False	True	True	False	TFactS_DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA;TRRUST_CollecTRI;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST;HTRIdb_DoRothEA;SIGNOR_CollecTRI2;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;RegNetwork_DoRothEA;IntAct_DoRothEA;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;GEREDB_CollecTRI;DoRothEA-A_CollecTRI;DoRothEA-reviews_DoRothEA
Q9UQR1	P38936	ZNF148	CDKN1A	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P08651	Q92793	NFIC	CREBBP	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P08651	P12931	NFIC	SRC	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P08651	P22466	NFIC	GAL	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	P51617	NFKB2_RELB	IRAK1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q06330	P15172	RBPJ	MYOD1	True	False	True	True	False	True	CollecTRI;TFactS_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q06330	Q14469	RBPJ	HES1	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;GOA_CollecTRI;KEGG-MEDICUS;DoRothEA-A_CollecTRI2;GOA_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;SIGNOR;DoRothEA-A_CollecTRI;Pavlidis_CollecTRI2;Pavlidis2021_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	O43187	REL	IRAK2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P05412	P24385	JUN	CCND1	True	True	True	True	True	False	TFactS_DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;TRED_DoRothEA;TRRUST;HTRIdb_DoRothEA;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;RegNetwork_DoRothEA;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;DoRothEA-A_CollecTRI
P01100	Q16539	FOS	MAPK14	True	True	False	False	False	False	CollecTRI;ExTRI_CollecTRI;PAZAR_DoRothEA;DoRothEA
P43694	P05111	GATA4	INHA	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
