EntryID	ECNumber	Organism	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
7888	1.1.1.21	Candida intermedia	Km	Km	D-Fucose	1.0E-5		-	M
7888	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7888	1.1.1.21	Candida intermedia	B	concentration	NADPH	2.2E-4		-	M
7888	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	D-Fucose	2070000.0		-	M^(-1)*s^(-1)
7888	1.1.1.21	Candida intermedia	A	concentration	D-Fucose			-	-
7889	1.1.1.21	Candida intermedia	A	concentration	2-Deoxy-D-ribose			-	-
7889	1.1.1.21	Candida intermedia	Km	Km	2-Deoxy-D-ribose	3.8E-5		-	M
7889	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	2-Deoxy-D-ribose	36800.0		-	M^(-1)*s^(-1)
7889	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7889	1.1.1.21	Candida intermedia	B	concentration	NADPH	2.2E-4		-	M
7889	1.1.1.21	Candida intermedia	kcat	kcat		1.4		-	s^(-1)
7890	1.1.1.21	Candida intermedia	Km	Km	L-Idose			-	-
7890	1.1.1.21	Candida intermedia	A	concentration	L-Idose			-	-
7890	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	L-Idose	3260000.0		-	M^(-1)*s^(-1)
7890	1.1.1.21	Candida intermedia	kcat	kcat				-	-
7890	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7890	1.1.1.21	Candida intermedia	B	concentration	NADPH	2.2E-4		-	M
7891	1.1.1.21	Candida intermedia	A	concentration	2-Deoxy-D-glucose			-	-
7891	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	2-Deoxy-D-glucose	117000.0		-	M^(-1)*s^(-1)
7891	1.1.1.21	Candida intermedia	kcat	kcat		6.8		-	s^(-1)
7891	1.1.1.21	Candida intermedia	B	concentration	NADPH	2.2E-4		-	M
7891	1.1.1.21	Candida intermedia	Km	Km	2-Deoxy-D-glucose	5.8E-5		-	M
7891	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7892	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	2-Deoxy-D-galactose	38000.0		-	M^(-1)*s^(-1)
7892	1.1.1.21	Candida intermedia	Km	Km	2-Deoxy-D-galactose	2.21E-4		-	M
7892	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7892	1.1.1.21	Candida intermedia	B	concentration	NADPH	2.2E-4		-	M
7892	1.1.1.21	Candida intermedia	A	concentration	2-Deoxy-D-galactose			-	-
7892	1.1.1.21	Candida intermedia	kcat	kcat		8.4		-	s^(-1)
7893	1.1.1.21	Candida intermedia	A	concentration	Glyceraldehyde			-	-
7893	1.1.1.21	Candida intermedia	kcat	kcat		14.1		-	s^(-1)
7893	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7893	1.1.1.21	Candida intermedia	Km	Km	Glyceraldehyde	0.002425		-	M
7893	1.1.1.21	Candida intermedia	B	concentration	NADH	2.2E-4		-	M
7893	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	Glyceraldehyde	5800.0		-	M^(-1)*s^(-1)
7894	1.1.1.21	Candida intermedia	B	concentration	NADH	2.2E-4		-	M
7894	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	Propionaldehyde	35.0		-	M^(-1)*s^(-1)
7894	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7894	1.1.1.21	Candida intermedia	kcat	kcat		4.6		-	s^(-1)
7894	1.1.1.21	Candida intermedia	A	concentration	Propionaldehyde			-	-
7894	1.1.1.21	Candida intermedia	Km	Km	Propionaldehyde	0.132		-	M
7895	1.1.1.21	Candida intermedia	A	concentration	D-Erythrose			-	-
7895	1.1.1.21	Candida intermedia	Km	Km	D-Erythrose	2.0E-5		-	M
7895	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	D-Erythrose	1380000.0		-	M^(-1)*s^(-1)
7895	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7895	1.1.1.21	Candida intermedia	B	concentration	NADH	2.2E-4		-	M
7895	1.1.1.21	Candida intermedia	kcat	kcat		27.5		-	s^(-1)
7896	1.1.1.21	Candida intermedia	Km	Km	Butanal	0.033		-	M
7896	1.1.1.21	Candida intermedia	A	concentration	Butanal			-	-
7896	1.1.1.21	Candida intermedia	kcat_Km	kcat/Km	Butanal	160.0		-	M^(-1)*s^(-1)
7896	1.1.1.21	Candida intermedia	kcat	kcat		5.4		-	s^(-1)
7896	1.1.1.21	Candida intermedia	B	concentration	NADH	2.2E-4		-	M
7896	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7897	1.1.1.21	Candida intermedia	A	concentration	D-Xylose			-	-
7897	1.1.1.21	Candida intermedia	E	concentration	Enzyme			-	-
7897	1.1.1.21	Candida intermedia	Km	Km	D-Xylose	1.0E-5		-	M
