EntryID	ECNumber	Organism	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
4540	4.1.2.13	Pisum sativum	Vmax	Vmax				-	-
4540	4.1.2.13	Pisum sativum	KmA	Km	D-Fructose 1-phosphate	0.0016		-	M
4540	4.1.2.13	Pisum sativum	A	concentration	D-Fructose 1-phosphate	2.5E-4	0.001	-	M
4541	4.1.2.13	Triticum aestivum	A	concentration	D-Fructose 1-phosphate	2.5E-4	0.001	-	M
4541	4.1.2.13	Triticum aestivum	KmA	Km	D-Fructose 1-phosphate	0.0017		-	M
4541	4.1.2.13	Triticum aestivum	Vmax	Vmax				-	-
4542	4.1.2.13	Triticum aestivum	A	concentration	D-Fructose 1-phosphate	2.5E-4	0.001	-	M
4542	4.1.2.13	Triticum aestivum	KmA	Km	D-Fructose 1-phosphate	6.0E-4		-	M
4542	4.1.2.13	Triticum aestivum	Vmax	Vmax				-	-
4543	4.1.2.13	Zea mays	Vmax	Vmax				-	-
4543	4.1.2.13	Zea mays	KmA	Km	D-Fructose 1-phosphate	0.0014		-	M
4543	4.1.2.13	Zea mays	A	concentration	D-Fructose 1-phosphate	2.5E-4	0.001	-	M
4544	4.1.2.13	Zea mays	Vmax	Vmax				-	-
4544	4.1.2.13	Zea mays	KmA	Km	D-Fructose 1-phosphate	0.0017		-	M
4544	4.1.2.13	Zea mays	A	concentration	D-Fructose 1-phosphate	2.5E-4	0.001	-	M
4608	4.1.2.13	Homo sapiens	E	concentration	Enzyme	3.0E-4		-	mg/ml
4608	4.1.2.13	Homo sapiens	kcat	kcat		16.7		1.8E0	s^(-1)
4608	4.1.2.13	Homo sapiens	act	specific enz. activity		3.716667E-4		3.833333E-5	mol*s^(-1)*g^(-1)
4608	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
4608	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	5.19E-5		6.5E-6	M
4608	4.1.2.13	Homo sapiens	kcat/Km	kcat/Km	D-Fructose 1,6-bisphosphate	320000.0		7E4	M^(-1)*s^(-1)
4609	4.1.2.13	Homo sapiens	kcat/Km	kcat/Km	D-Fructose 1,6-bisphosphate	80000.0		1E4	M^(-1)*s^(-1)
4609	4.1.2.13	Homo sapiens	kcat	kcat		4.7		5E-1	s^(-1)
4609	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
4609	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	5.66E-5		5.2E-6	M
4609	4.1.2.13	Homo sapiens	act	specific enz. activity		1.016667E-4		8.333333E-6	mol*s^(-1)*g^(-1)
4610	4.1.2.13	Homo sapiens	act	specific enz. activity		2.616667E-4		5.666667E-5	mol*s^(-1)*g^(-1)
4610	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
4610	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	1.05E-4		1.5E-5	M
4610	4.1.2.13	Homo sapiens	kcat/Km	kcat/Km	D-Fructose 1,6-bisphosphate	100000.0		3E4	M^(-1)*s^(-1)
4610	4.1.2.13	Homo sapiens	kcat	kcat		10.7		1.7E0	s^(-1)
4652	4.1.2.13	Oryctolagus cuniculus	Ki	Ki	Erythrose-4-phosphate	4.0E-5		-	M
4652	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	1.0E-4	5.0E-4	-	M
4652	4.1.2.13	Oryctolagus cuniculus	I	concentration	Erythrose-4-phosphate	0.0	1.0E-4	-	M
4653	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	1.0E-4	5.0E-4	-	M
4653	4.1.2.13	Oryctolagus cuniculus	Ki	Ki	Erythrose-4-phosphate	2.0E-4		-	M
4653	4.1.2.13	Oryctolagus cuniculus	I	concentration	Erythrose-4-phosphate	0.0	1.0E-4	-	M
5541	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		2.466716E-4		2.16671E-5	katal*g^(-1)
5541	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5541	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.77E-5		2.2E-6	M
5542	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.51E-5		2.2E-6	M
5542	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		3.016727E-4		1.83337E-5	katal*g^(-1)
5542	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5543	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5543	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.54E-5		2E-6	M
5543	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		2.216711E-4		1.83337E-5	katal*g^(-1)
5544	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	2.35E-5		1.6E-6	M
5544	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5544	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		3.300066E-4		6.6668E-6	katal*g^(-1)
5545	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		2.883391E-4		1.16669E-5	katal*g^(-1)
5545	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.0E-5		1.3E-6	M
5545	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5546	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.18E-5		1.5E-6	M
5546	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5546	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		2.66672E-4		1.16669E-5	katal*g^(-1)
5547	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5547	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	4.3E-6		5E-7	M
5547	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		7.00014E-5		1.6667E-6	katal*g^(-1)
5548	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	3.0E-4	9.0E-4	-	mg/ml
5548	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.71E-5		-	M
5548	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5548	4.1.2.13	Oryctolagus cuniculus	SA	specific enz. activity		2.83339E-4		1.00002E-5	katal*g^(-1)
5549	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5549	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.38E-5		-	M
5549	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	3.0E-4	9.0E-4	-	mg/ml
5549	4.1.2.13	Oryctolagus cuniculus	SA	specific enz. activity		1.6667E-4		1.33336E-5	katal*g^(-1)
5550	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	1.05E-5		-	M
5550	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	3.0E-4	9.0E-4	-	mg/ml
5550	4.1.2.13	Oryctolagus cuniculus	SA	specific enz. activity		2.66672E-4		1.50003E-5	katal*g^(-1)
5550	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5551	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.5E-6	8.0E-5	-	M
5551	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	7.4E-6		-	M
5551	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	3.0E-4	9.0E-4	-	mg/ml
5551	4.1.2.13	Oryctolagus cuniculus	SA	specific enz. activity		1.916705E-4		1.33336E-5	katal*g^(-1)
5886	4.1.2.13	Homo sapiens	catalytic efficiency	kcat/Km	D-Fructose 1,6-bisphosphate	250000.0		1E4	M^(-1)*s^(-1)
5886	4.1.2.13	Homo sapiens	E	concentration	Enzyme			-	-
5886	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	2.3E-6		3E-7	M
5886	4.1.2.13	Homo sapiens	act	specific enz. activity		1.5E-5		1.166667E-6	mol*s^(-1)*g^(-1)
5886	4.1.2.13	Homo sapiens	S	concentration	D-Fructose 1,6-bisphosphate			-	-
5886	4.1.2.13	Homo sapiens	kcat	kcat		0.6		3E-2	s^(-1)
5887	4.1.2.13	Homo sapiens	catalytic efficiency	kcat/Km	D-Fructose 1-phosphate	310.0		2E1	M^(-1)*s^(-1)
5887	4.1.2.13	Homo sapiens	E	concentration	Enzyme			-	-
5887	4.1.2.13	Homo sapiens	kcat	kcat		0.7		3E-2	s^(-1)
5887	4.1.2.13	Homo sapiens	S	concentration	D-Fructose 1-phosphate			-	-
5887	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.0022		2E-4	M
5887	4.1.2.13	Homo sapiens	act	specific enz. activity		1.75E-5		1.666667E-6	mol*s^(-1)*g^(-1)
5888	4.1.2.13	Homo sapiens	catalytic efficiency	kcat/Km	D-Fructose 1,6-bisphosphate	2700.0		2E2	M^(-1)*s^(-1)
5888	4.1.2.13	Homo sapiens	kcat	kcat		0.39		4E-2	s^(-1)
5888	4.1.2.13	Homo sapiens	S	concentration	D-Fructose 1,6-bisphosphate			-	-
5888	4.1.2.13	Homo sapiens	act	specific enz. activity		7.833333E-6		1.666667E-6	mol*s^(-1)*g^(-1)
5888	4.1.2.13	Homo sapiens	E	concentration	Enzyme			-	-
5888	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	1.47E-4		1.5E-5	M
5889	4.1.2.13	Homo sapiens	catalytic efficiency	kcat/Km	D-Fructose 1-phosphate	2.6		2E-1	M^(-1)*s^(-1)
5889	4.1.2.13	Homo sapiens	S	concentration	D-Fructose 1-phosphate			-	-
5889	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.0575		1.1E-2	M
5889	4.1.2.13	Homo sapiens	E	concentration	Enzyme			-	-
5889	4.1.2.13	Homo sapiens	act	specific enz. activity		4.166667E-6		1.666667E-6	mol*s^(-1)*g^(-1)
5889	4.1.2.13	Homo sapiens	kcat	kcat		0.15		2E-2	s^(-1)
5890	4.1.2.13	Homo sapiens	act	specific enz. activity		1.666667E-6		6.666667E-7	mol*s^(-1)*g^(-1)
5890	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	0.0016		6E-4	M
5890	4.1.2.13	Homo sapiens	E	concentration	Enzyme			-	-
5890	4.1.2.13	Homo sapiens	kcat	kcat		0.08		2E-2	s^(-1)
5890	4.1.2.13	Homo sapiens	S	concentration	D-Fructose 1,6-bisphosphate			-	-
5890	4.1.2.13	Homo sapiens	catalytic efficiency	kcat/Km	D-Fructose 1,6-bisphosphate	52.0		7E0	M^(-1)*s^(-1)
5962	4.1.2.13	Homo sapiens	Kd	Kd	Dihydroxyacetone phosphate	2.397E-6		2.43E-7	M
5962	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	0.0	0.001	-	M
5962	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	4.0E-6		6E-7	M
5963	4.1.2.13	Homo sapiens	Kd	Kd	Dihydroxyacetone phosphate	1.51E-7		1.1E-8	M
5963	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	0.0	0.001	-	M
5963	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	2.2E-5		3E-8	M
5964	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.045	-	M
5964	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.0024		2.4E-4	M
5964	4.1.2.13	Homo sapiens	Kd	Kd	D-Glyceraldehyde	5.75E-8		8.1E-9	M
5965	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.045	-	M
5965	4.1.2.13	Homo sapiens	Kd	Kd	D-Glyceraldehyde	2.0E-9		2E-10	M
5965	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.024		5E-3	M
6420	4.1.2.13	Mus musculus	Km	Km	D-Fructose 1,6-bisphosphate	1.297E-4		-	M
6420	4.1.2.13	Mus musculus	A	concentration	D-Fructose 1,6-bisphosphate			-	-
6420	4.1.2.13	Mus musculus	V	Vmax		1.0E-4		-	mol*s^(-1)*g^(-1)
7475	4.1.2.13	Escherichia coli	A	concentration	D-Fructose 1,6-bisphosphate	0.005		-	M
7475	4.1.2.13	Escherichia coli	Km	Km	D-Fructose 1,6-bisphosphate	1.2E-4		-	M
8074	4.1.2.13	Staphylococcus aureus	Km	Km	D-Fructose 1-phosphate	0.025		-	M
8074	4.1.2.13	Staphylococcus aureus	V	Vmax		2.166667E-5		-	mol*s^(-1)*g^(-1)
8074	4.1.2.13	Staphylococcus aureus	A	concentration	D-Fructose 1-phosphate	0.0	0.004	-	M
8075	4.1.2.13	Staphylococcus aureus	A	concentration	D-Fructose 1,6-bisphosphate	0.0	0.035	-	M
8075	4.1.2.13	Staphylococcus aureus	Km	Km	D-Fructose 1,6-bisphosphate	4.5E-5		-	M
8075	4.1.2.13	Staphylococcus aureus	V	Vmax		1.066667E-4		-	mol*s^(-1)*g^(-1)
8170	4.1.2.13	Bos taurus	Km	Km	D-Fructose 1,6-bisphosphate	1.0E-6		1.5E-7	M
8170	4.1.2.13	Bos taurus	Vmax	Vmax		1.675E-10		7.5E-12	M*s^(-1)
8170	4.1.2.13	Bos taurus	A	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8170	4.1.2.13	Bos taurus	E	concentration	Enzyme	0.002		-	mg/ml
8171	4.1.2.13	Bos taurus	Km	Km	D-Fructose 1,6-bisphosphate	8.0E-6		7E-7	M
8171	4.1.2.13	Bos taurus	E	concentration	Enzyme	0.002		-	mg/ml
8171	4.1.2.13	Bos taurus	Vmax	Vmax		2.175E-10		1.666667E-11	M*s^(-1)
8171	4.1.2.13	Bos taurus	A	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8172	4.1.2.13	Bos taurus	Km	Km	D-Fructose 1,6-bisphosphate	1.2E-5		1E-6	M
8172	4.1.2.13	Bos taurus	Vmax	Vmax		2.341667E-10		3.083333E-11	M*s^(-1)
8172	4.1.2.13	Bos taurus	E	concentration	Enzyme	0.002		-	mg/ml
8172	4.1.2.13	Bos taurus	A	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8173	4.1.2.13	Bos taurus	C	concentration	Ca2+	1.0E-4		-	M
8173	4.1.2.13	Bos taurus	A	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8173	4.1.2.13	Bos taurus	E	concentration	Enzyme	0.002		-	mg/ml
8173	4.1.2.13	Bos taurus	Km	Km	D-Fructose 1,6-bisphosphate	2.0E-5		2.4E-6	M
8173	4.1.2.13	Bos taurus	Vmax	Vmax		4.683333E-10		3.5E-11	M*s^(-1)
8174	4.1.2.13	Bos taurus	Km	Km	D-Fructose 1,6-bisphosphate	1.0E-4		1.18E-5	M
8174	4.1.2.13	Bos taurus	E	concentration	Enzyme	0.002		-	mg/ml
8174	4.1.2.13	Bos taurus	Vmax	Vmax		6.7E-10		8.166667E-11	M*s^(-1)
8174	4.1.2.13	Bos taurus	A	concentration	D-Fructose 1,6-bisphosphate	0.0	2.0E-4	-	M
8823	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.0015		3.5E-4	M
8823	4.1.2.13	Homo sapiens	Vmax	Vmax		7.433333E-8		3.616667E-8	mol*s^(-1)*g^(-1)
8823	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.005	-	M
8824	4.1.2.13	Homo sapiens	Vmax	Vmax		6.0E-8	6.333333E-8	-	mol*s^(-1)*g^(-1)
8824	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.0014	0.0017	-	M
8824	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.005	-	M
8825	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.00148		3.7E-4	M
8825	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.005	-	M
8825	4.1.2.13	Homo sapiens	Vmax	Vmax		1.04E-7		3.466667E-8	mol*s^(-1)*g^(-1)
8826	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.005	-	M
8826	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.05		-	M
8826	4.1.2.13	Homo sapiens	Vmax	Vmax		2.166667E-9	6.0E-9	-	mol*s^(-1)*g^(-1)
8827	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.005	-	M
8827	4.1.2.13	Homo sapiens	Vmax	Vmax		8.333333E-9		-	mol*s^(-1)*g^(-1)
8827	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.05		-	M
8828	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.005	-	M
8828	4.1.2.13	Homo sapiens	Vmax	Vmax		3.5E-8		7.666667E-9	mol*s^(-1)*g^(-1)
9726	4.1.2.13	Bubalus bubalis	Km	Km	D-Fructose 1,6-bisphosphate	8.1E-6		-	M
9726	4.1.2.13	Bubalus bubalis	Vmax	Vmax		4.5E-4		-	M*s^(-1)*g^(-1)
9726	4.1.2.13	Bubalus bubalis	A	concentration	D-Fructose 1,6-bisphosphate	2.0E-8	5.0E-6	-	M
9727	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1,6-bisphosphate	2.0E-8	5.0E-6	-	M
9727	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1,6-bisphosphate	9.2E-6		-	M
9727	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		4.166667E-4		-	M*s^(-1)*g^(-1)
10677	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	3.0E-4		-	mg/ml
10677	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		3.466736E-4		2.83339E-5	katal*g^(-1)
10677	4.1.2.13	Oryctolagus cuniculus	Km	Km	beta-D-Fructose 1,6-bisphosphate	1.64E-5		1.8E-6	M
10677	4.1.2.13	Oryctolagus cuniculus	A	concentration	beta-D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
10678	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	3.0E-4		-	mg/ml
10678	4.1.2.13	Oryctolagus cuniculus	A	concentration	beta-D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
10678	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		3.466736E-4		8.3335E-6	katal*g^(-1)
10678	4.1.2.13	Oryctolagus cuniculus	Km	Km	beta-D-Fructose 1,6-bisphosphate	1.43E-5		7E-7	M
10679	4.1.2.13	Oryctolagus cuniculus	A	concentration	beta-D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
10679	4.1.2.13	Oryctolagus cuniculus	Km	Km	beta-D-Fructose 1,6-bisphosphate	8.0E-5		7.4E-8	M
10679	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		6.00012E-8		3.00006E-11	katal*g^(-1)
10679	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	0.1	0.35	-	mg/ml
10680	4.1.2.13	Oryctolagus cuniculus	A	concentration	beta-D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
10680	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	0.1	0.35	-	mg/ml
10680	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		9.33352E-8		2.16671E-11	katal*g^(-1)
10680	4.1.2.13	Oryctolagus cuniculus	Km	Km	beta-D-Fructose 1,6-bisphosphate	3.65E-5		2E-8	M
10681	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		3.83341E-8		1.566698E-10	katal*g^(-1)
10681	4.1.2.13	Oryctolagus cuniculus	A	concentration	beta-D-Fructose 1,6-bisphosphate	1.25E-6	1.6E-4	-	M
10681	4.1.2.13	Oryctolagus cuniculus	Km	Km	beta-D-Fructose 1,6-bisphosphate	1.057E-4		5E-8	M
10681	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	0.1	0.35	-	mg/ml
10682	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	0.085		-	mg/ml
10682	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		7.33348E-6		8.3335E-7	katal*g^(-1)
10682	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1-phosphate	5.0E-4	0.003	-	M
10682	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1-phosphate	0.0074		9E-4	M
10683	4.1.2.13	Oryctolagus cuniculus	Vmax	Vmax		8.50017E-6		2.33338E-6	katal*g^(-1)
10683	4.1.2.13	Oryctolagus cuniculus	E	concentration	Enzyme	0.085		-	mg/ml
10683	4.1.2.13	Oryctolagus cuniculus	Km	Km	D-Fructose 1-phosphate	0.0078		2.2E-3	M
10683	4.1.2.13	Oryctolagus cuniculus	A	concentration	D-Fructose 1-phosphate	5.0E-4	0.003	-	M
10774	4.1.2.13	Homo sapiens	E	concentration	Enzyme	2.0E-5		-	mg/ml
10774	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	0.0	0.001	-	M
10774	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	1.7E-6		2E-7	M
10774	4.1.2.13	Homo sapiens	kcat	kcat		0.19		2E-3	s^(-1)
10775	4.1.2.13	Homo sapiens	kcat	kcat		0.029		6E-3	s^(-1)
10775	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	2.8E-6		3E-7	M
10775	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.004		-	mg/ml
10775	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	0.0	0.001	-	M
10776	4.1.2.13	Homo sapiens	kcat	kcat		0.011		6E-5	s^(-1)
10776	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	8.5E-6		5E-7	M
10776	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.004		-	mg/ml
10776	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	0.0	0.001	-	M
10777	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1,6-bisphosphate	0.0	0.001	-	M
10777	4.1.2.13	Homo sapiens	E	concentration	Enzyme	2.0E-5		-	mg/ml
10777	4.1.2.13	Homo sapiens	kcat	kcat		2.1		2E-2	s^(-1)
10777	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1,6-bisphosphate	2.4E-6		4E-7	M
10778	4.1.2.13	Homo sapiens	E	concentration	Enzyme	2.0E-5		-	mg/ml
10778	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	2.4E-4		1E-5	M
10778	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.002	-	M
10778	4.1.2.13	Homo sapiens	kcat	kcat		0.12		4E-3	s^(-1)
10779	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.004		-	mg/ml
10779	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.015	-	M
10779	4.1.2.13	Homo sapiens	kcat	kcat		0.019		2E-3	s^(-1)
10779	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	0.0042		4.6E-4	M
10780	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.015	-	M
10780	4.1.2.13	Homo sapiens	kcat	kcat		0.008		4E-6	s^(-1)
10780	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	1.64E-5		9.8E-4	M
10780	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.004		-	mg/ml
10781	4.1.2.13	Homo sapiens	E	concentration	Enzyme	2.0E-5		-	mg/ml
10781	4.1.2.13	Homo sapiens	Km	Km	D-Fructose 1-phosphate	8.8E-4		8E-5	M
10781	4.1.2.13	Homo sapiens	kcat	kcat		2.0		2E-1	s^(-1)
10781	4.1.2.13	Homo sapiens	A	concentration	D-Fructose 1-phosphate	0.0	0.002	-	M
10782	4.1.2.13	Homo sapiens	kcat	kcat		1.7		7E-2	s^(-1)
10782	4.1.2.13	Homo sapiens	Km	Km	D-Glyceraldehyde 3-phosphate	4.8E-4		1.5E-4	M
10782	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.02		-	mg/ml
10783	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.02		-	mg/ml
10783	4.1.2.13	Homo sapiens	kcat	kcat		0.55		7E-3	s^(-1)
10783	4.1.2.13	Homo sapiens	Km	Km	D-Glyceraldehyde 3-phosphate	3.2E-4		5E-5	M
10784	4.1.2.13	Homo sapiens	kcat	kcat		0.032		2E-3	s^(-1)
10784	4.1.2.13	Homo sapiens	Km	Km	D-Glyceraldehyde 3-phosphate	3.6E-4		4E-5	M
10784	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.3		-	mg/ml
10785	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.3		-	mg/ml
10785	4.1.2.13	Homo sapiens	Km	Km	D-Glyceraldehyde 3-phosphate	4.4E-4		1.1E-4	M
10785	4.1.2.13	Homo sapiens	kcat	kcat		0.026		4E-3	s^(-1)
10786	4.1.2.13	Homo sapiens	kcat	kcat		0.026		4E-3	s^(-1)
10786	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.3		-	mg/ml
10786	4.1.2.13	Homo sapiens	Km	Km	Glycerone phosphate	1.841E-5		4.5E-4	M
10787	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.3		-	mg/ml
10787	4.1.2.13	Homo sapiens	Km	Km	Glycerone phosphate	1.37E-5		1.4E-3	M
10787	4.1.2.13	Homo sapiens	kcat	kcat		0.032		2E-3	s^(-1)
10788	4.1.2.13	Homo sapiens	Km	Km	Glycerone phosphate	3.1E-4		2.5E-5	M
10788	4.1.2.13	Homo sapiens	kcat	kcat		0.55		7E-3	s^(-1)
10788	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.02		-	mg/ml
10789	4.1.2.13	Homo sapiens	E	concentration	Enzyme	0.02		-	mg/ml
10789	4.1.2.13	Homo sapiens	kcat	kcat		1.7		7E-2	s^(-1)
10789	4.1.2.13	Homo sapiens	Km	Km	Glycerone phosphate	3.8E-4		1E-5	M
13119	4.1.2.13	Homo sapiens	Vmax	Vmax		1.95E-7		9E-8	mol*s^(-1)*g^(-1)
