source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort
P00734	P25116	F2	F2R	True	True	True	True	True	False	Ramilowski2015_Baccin2019;SPIKE_LC;talklr;CellTalkDB;HPRD_talklr;CellChatDB;HPRD;LRdb;Baccin2019;Cellinker;HPMR_talklr;ConnectomeDB2025;HPRD_LRdb;HINT;STRING_talklr;ACSN;connectomeDB2020;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;iTALK;HPMR_LRdb;SIGNOR;DIP;Ramilowski2015;HPMR;CellPhoneDB;Wang;Cui2007	LRdb:10978167;Cellinker:11356985;LRdb:11356985;ACSN:14652070;HINT:10644723;HPRD:10978167;HINT:12563219;connectomeDB2020:10644723;LRdb:10644723;HPMR:11356985;ConnectomeDB2025:10978167;SIGNOR:22972936;SIGNOR:10978167;connectomeDB2020:9058715;HINT:20236938;HPRD:9058715;LRdb:12563219;connectomeDB2020:12563219;HINT:8136362;ACSN:15707890;Baccin2019:11356985;LRdb:9058715;Baccin2019:9058715;HINT:19586901;Baccin2019:12563219;connectomeDB2020:10978167;HPRD:12563219;HPRD:10644723;HINT:18250335;Baccin2019:10644723;HINT:9058715;CellTalkDB:10978167;DIP:18250335;SIGNOR:23450633;Baccin2019:10978167;HINT:10978167;connectomeDB2020:11356985	37
Q8IUD2	COMPLEX:O14920_O15111_Q9Y6K9	ERC1	CHUK_IKBKB_IKBKG	True	True	False	True	True	False	SIGNOR	SIGNOR:15218148	1
COMPLEX:P11802_P24385	Q14814	CCND1_CDK4	MEF2D	True	False	True	True	False	True	SIGNOR	SIGNOR:21902831;SIGNOR:25733682	2
COMPLEX:P0CG48_Q7Z7E8	Q9NQ86	UBC_UBE2Q1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
P17252	P55042	PRKCA	RRAD	True	False	False	False	False	False	HPRD_KEA;iPTMnet;phosphoELM_MIMP;PhosphoPoint;SIGNOR_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;PhosphoSite_KEA;KEA;MIMP;hprd_ProtMapper;HINT;HPRD;SIGNOR;PhosphoSite_noref	HPRD:9677319;HINT:9677319;HPRD:7876254;KEA:9677319;HINT:7876254;SIGNOR:9677319;KEA:7876254;ProtMapper:7876254;ProtMapper:9677319	9
Q9BX84	P0C0S8	TRPM6	H2AC17	True	False	True	True	False	True	ProtMapper;PhosphoSite;SIGNOR;PhosphoSite_ProtMapper	PhosphoSite:15010469;PhosphoSite:16319397;SIGNOR:15010469	3
P68400	P25963	CSNK2A1	NFKBIA	True	True	True	True	False	True	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;HPRD;HPRD_KEA;phosphoELM_MIMP;PhosphoSite;PhosphoSite_MIMP;HPRD-phos;phosphoELM;KEA;MIMP;hprd_ProtMapper;iPTMnet;PhosphoPoint;RLIMS-P_ProtMapper;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref;PhosphoNetworks;Wang;InnateDB	phosphoELM:12167702;ProtMapper:10398585;KEA:12403772;KEA:12167702;KEA:10421793;KEA:10398585;KEA:9214631;KEA:8601309;ProtMapper:8622692;ProtMapper:8668171;KEA:12138192;PhosphoSite:8622692;SIGNOR:10398585;KEA:16007147;KEA:10723127;HPRD-phos:8622692;HPRD-phos:10398585;HPRD:10398585;KEA:8622692;KEA:8657102;phosphoELM:8622692;KEA:7796813;HPRD:8622692;SIGNOR:8622692;KEA:9721103;InnateDB:10398585;PhosphoSite:11673497;KEA:8668171;KEA:10783893;PhosphoSite:8657113	30
P16591	P14923	FER	JUP	True	True	True	True	True	True	HPRD_KEA;iPTMnet;PhosphoPoint;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;KEA;MIMP;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	HPRD:14517306;ProtMapper:14517306;KEA:14517306;SIGNOR:14517306	4
P28482	Q05469	MAPK1	LIPE	True	True	False	True	True	False	HPRD_KEA;iPTMnet;PhosphoPoint;ProtMapper;HPRD_MIMP;PhosphoSite_KEA;KEA;MIMP;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	HPRD:11581251;ProtMapper:11581251;SIGNOR:11581251;KEA:11581251	4
Q9UNE7	P29034	STUB1	S100A2	True	False	True	True	False	True	SIGNOR	SIGNOR:23344957	1
COMPLEX:P0CG47_P49459	Q9NQ86	UBB_UBE2A	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62253	Q9NQ86	UBB_UBE2G1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
Q13131	Q6N021	PRKAA1	TET2	True	True	False	True	True	False	iPTMnet;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;SIGNOR_ProtMapper;SIGNOR	ProtMapper:33520997;ProtMapper:30022161;SIGNOR:30022161;ProtMapper:31164154;PhosphoSite:31901078	5
P30304	P14635	CDC25A	CCNB1	True	True	False	False	False	False	DIP;Wang;BioGRID;Lit-BM-17;HPRD;SIGNOR	SIGNOR:16682204;Lit-BM-17:1836978;HPRD:1836978;BioGRID:1836978;Lit-BM-17:23397142;DIP:1836978	6
Q15831	Q7RTN6	STK11	STRADA	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;IntAct;PhosphoSite_MIMP;HPRD-phos;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;PhosphoSite_KEA;SIGNOR_ProtMapper;Lit-BM-17;SIGNOR;PhosphoSite_noref;dbPTM;Wang	HINT:19513107;HINT:12805220;Lit-BM-17:21860411;Lit-BM-17:25241761;HPRD:12805220;SIGNOR:12805220;SPIKE_LC:15733851;HPRD-phos:12805220;IntAct:15733851;Lit-BM-17:15733851;dbPTM:12805220;HINT:14676191;Lit-BM-17:14676191;ProtMapper:12805220;Lit-BM-17:20562859;HINT:26479318;Lit-BM-17:12805220;Lit-BM-17:15561763;KEA:12805220;SPIKE_LC:12805220;HINT:20562859;HINT:35271311;HINT:21860411;IntAct:25241761;Lit-BM-17:19513107;HINT:32707033;HINT:33961781;IntAct:12805220;Lit-BM-17:25852190;HINT:19892943;HINT:25852190;HINT:34591612	32
COMPLEX:P62979_Q16763	Q9NQ86	RPS27A_UBE2S	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9Y385	Q9NQ86	UBC_UBE2J1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
Q7RTN6	Q15831	STRADA	STK11	True	True	False	False	False	False	IntAct;ProtMapper;SPIKE_LC;REACH_ProtMapper;Wang;HINT;Lit-BM-17;HPRD;SIGNOR	HINT:19513107;HINT:12805220;ProtMapper:17482549;Lit-BM-17:21860411;Lit-BM-17:25241761;HPRD:12805220;SIGNOR:12805220;SPIKE_LC:15733851;IntAct:15733851;Lit-BM-17:15733851;HINT:14676191;Lit-BM-17:14676191;Lit-BM-17:20562859;HINT:26479318;Lit-BM-17:12805220;Lit-BM-17:15561763;SPIKE_LC:12805220;HINT:20562859;HINT:35271311;HINT:21860411;IntAct:25241761;Lit-BM-17:19513107;HINT:32707033;HINT:33961781;IntAct:12805220;Lit-BM-17:25852190;HINT:19892943;HINT:25852190;HINT:34591612	29
O00444	Q96RT7	PLK4	TUBGCP6	True	True	False	True	True	False	ProtMapper;SIGNOR_ProtMapper;SIGNOR;iPTMnet	ProtMapper:22302995;SIGNOR:22302995	2
P53350	Q9P2P6	PLK1	STARD9	True	False	True	True	False	True	SIGNOR	SIGNOR:25501367	1
Q9Y4H4	P63096	GPSM3	GNAI1	True	False	True	True	False	True	IntAct;HINT;HuRI;HPRD;SIGNOR	HPRD:14656218;IntAct:32296183;HINT:33961781;IntAct:25416956;HINT:14656218;SIGNOR:22843681	6
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	Q9NRC8	PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	SIRT7	True	False	True	True	False	True	SIGNOR	SIGNOR:27511885	1
P42771	COMPLEX:P11802_P24385	CDKN2A	CCND1_CDK4	True	False	True	True	False	True	KEGG-MEDICUS;SIGNOR	SIGNOR:8891723;SIGNOR:11154267	2
Q8N726	COMPLEX:P11802_P24385	CDKN2A	CCND1_CDK4	True	False	True	True	False	True	KEGG-MEDICUS;SIGNOR	SIGNOR:8891723;SIGNOR:11154267	2
P06493	Q96EB6	CDK1	SIRT1	True	True	False	True	True	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite;PhosphoSite_MIMP;NetworKIN_KEA;KEA;MIMP;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	KEA:17570479;PhosphoSite:28756945;PhosphoSite:24011073;SIGNOR:19107194;ProtMapper:19107194	5
Q13555	Q15121	CAMK2G	PEA15	True	False	False	False	False	False	HPRD_KEA;iPTMnet;phosphoELM_MIMP;PhosphoPoint;Sparser_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;HPRD-phos;PhosphoSite_KEA;KEA;MIMP;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	ProtMapper:19651622;HPRD-phos:19664995;ProtMapper:18452278;ProtMapper:12808093;HPRD-phos:19413330;ProtMapper:18212344;ProtMapper:19413330;HPRD-phos:18212344;SIGNOR:9721757;ProtMapper:20032303;ProtMapper:9721757;ProtMapper:18669648;HPRD-phos:9721757;HPRD-phos:20068231;HPRD-phos:19651622;HPRD:9721757;HPRD-phos:18767875;HPRD-phos:12808093;HPRD-phos:18452278;ProtMapper:24657708;HPRD-phos:20166139;HPRD-phos:18578522;ProtMapper:20068231;HPRD-phos:17287340;ProtMapper:19664995;ProtMapper:20166139;HPRD-phos:18669648;KEA:12808093;ProtMapper:27317964;KEA:9721757;ProtMapper:18578522;ProtMapper:17287340;HPRD:12808093;ProtMapper:18767875	34
P61981	P55040	YWHAG	GEM	True	True	False	True	True	False	SIGNOR	SIGNOR:14701738	1
P11802	Q12778	CDK4	FOXO1	True	True	False	True	True	False	iPTMnet;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite_MIMP;RLIMS-P_ProtMapper;REACH_ProtMapper;MIMP;SIGNOR	SIGNOR:23469153;ProtMapper:23469153;ProtMapper:33976536;ProtMapper:28867784	4
Q01955	COMPLEX:P05556_P17301	COL4A3	ITGA2_ITGB1	True	True	False	True	True	False	SIGNOR;CellChatDB;ICELLNET;CellPhoneDB	ICELLNET:15147720;ICELLNET:16988024;SIGNOR:12123670;ICELLNET:26857815;ICELLNET:21421911	5
COMPLEX:P0CG47_P61081	Q9NQ86	UBB_UBE2M	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9NR09	Q9NQ86	BIRC6_RPS27A	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q96B02	Q9NQ86	UBA52_UBE2W	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61081_P62979	Q9NQ86	RPS27A_UBE2M	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9Y385	Q9NQ86	UBA52_UBE2J1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q969T4	Q9NQ86	UBC_UBE2E3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q5VVX9	Q9NQ86	RPS27A_UBE2U	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P60604_P62979	Q9NQ86	RPS27A_UBE2G2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61077_P62987	Q9NQ86	UBA52_UBE2D3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P63279	Q9NQ86	UBC_UBE2I	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51668_P62987	Q9NQ86	UBA52_UBE2D1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q8WVN8	Q9NQ86	RPS27A_UBE2Q2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9Y2X8	Q9NQ86	UBA52_UBE2D4	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P51965	Q9NQ86	UBB_UBE2E1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9Y2X8	Q9NQ86	UBB_UBE2D4	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9NPD8	Q9NQ86	RPS27A_UBE2T	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P63146	Q9NQ86	UBA52_UBE2B	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62837_P62979	Q9NQ86	RPS27A_UBE2D2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q969T4	Q9NQ86	UBB_UBE2E3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62253_P62979	Q9NQ86	RPS27A_UBE2G1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62256_P62979	Q9NQ86	RPS27A_UBE2H	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61077_P62979	Q9NQ86	RPS27A_UBE2D3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51965_P62979	Q9NQ86	RPS27A_UBE2E1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62837	Q9NQ86	UBC_UBE2D2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q8N2K1	Q9NQ86	UBC_UBE2J2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9H832	Q9NQ86	UBA52_UBE2Z	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P68036	Q9NQ86	UBC_UBE2L3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P68036	Q9NQ86	RPS27A_UBE2L3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61086_P62979	Q9NQ86	RPS27A_UBE2K	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P60604_P62987	Q9NQ86	UBA52_UBE2G2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P0CG47	Q9NQ86	UBB_UBE2L5	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q712K3	Q9NQ86	UBA52_UBE2R2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62256	Q9NQ86	UBB_UBE2H	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61088	Q9NQ86	UBB_UBE2N	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61081_P62987	Q9NQ86	UBA52_UBE2M	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9H832	Q9NQ86	RPS27A_UBE2Z	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q7Z7E8	Q9NQ86	RPS27A_UBE2Q1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62837	Q9NQ86	UBB_UBE2D2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q969T4	Q9NQ86	RPS27A_UBE2E3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q13404	Q9NQ86	UBB_UBE2V1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q712K3	Q9NQ86	UBB_UBE2R2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q5VVX9	Q9NQ86	UBC_UBE2U	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9NR09	Q9NQ86	BIRC6_UBC	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P62979	Q9NQ86	RPS27A_UBE2C	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61088_P62987	Q9NQ86	UBA52_UBE2N	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P51668	Q9NQ86	UBC_UBE2D1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q96B02	Q9NQ86	UBB_UBE2W	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P63146	Q9NQ86	RPS27A_UBE2B	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q16763	Q9NQ86	UBA52_UBE2S	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9Y385	Q9NQ86	UBB_UBE2J1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q5JXB2	Q9NQ86	UBB_UBE2NL	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61081	Q9NQ86	UBC_UBE2M	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q8N2K1	Q9NQ86	RPS27A_UBE2J2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q5VVX9	Q9NQ86	UBA52_UBE2U	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P68036	Q9NQ86	UBB_UBE2L3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P62979	Q9NQ86	RPS27A_UBE2L6	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q712K3	Q9NQ86	UBC_UBE2R2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q96B02	Q9NQ86	UBC_UBE2W	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q8WVN8	Q9NQ86	UBC_UBE2Q2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q96LR5	Q9NQ86	RPS27A_UBE2E2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P60604	Q9NQ86	UBB_UBE2G2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P63146	Q9NQ86	UBC_UBE2B	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q5JXB2	Q9NQ86	UBC_UBE2NL	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51965_P62987	Q9NQ86	UBA52_UBE2E1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61086_P62987	Q9NQ86	UBA52_UBE2K	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P63279	Q9NQ86	RPS27A_UBE2I	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q15819	Q9NQ86	RPS27A_UBE2V2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q5VVX9	Q9NQ86	UBB_UBE2U	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62253_P62987	Q9NQ86	UBA52_UBE2G1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P0CG47	Q9NQ86	UBB_UBE2L6	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P51668	Q9NQ86	UBB_UBE2D1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q96LR5	Q9NQ86	UBC_UBE2E2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61077	Q9NQ86	UBC_UBE2D3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61088	Q9NQ86	UBC_UBE2N	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61077	Q9NQ86	UBB_UBE2D3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P63279	Q9NQ86	UBB_UBE2I	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q15819	Q9NQ86	UBA52_UBE2V2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q7Z7E8	Q9NQ86	UBA52_UBE2Q1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P49459_P62979	Q9NQ86	RPS27A_UBE2A	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61086	Q9NQ86	UBB_UBE2K	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61088_P62979	Q9NQ86	RPS27A_UBE2N	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q15819	Q9NQ86	UBC_UBE2V2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q16763	Q9NQ86	UBC_UBE2S	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P62987	Q9NQ86	UBA52_UBE2C	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q96B02	Q9NQ86	RPS27A_UBE2W	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P63279	Q9NQ86	UBA52_UBE2I	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q8WVN8	Q9NQ86	UBA52_UBE2Q2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P60604	Q9NQ86	UBC_UBE2G2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q969T4	Q9NQ86	UBA52_UBE2E3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q13404	Q9NQ86	RPS27A_UBE2V1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P62987	Q9NQ86	UBA52_UBE2L5	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q13404	Q9NQ86	UBC_UBE2V1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q96LR5	Q9NQ86	UBA52_UBE2E2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P49459_P62987	Q9NQ86	UBA52_UBE2A	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P0CG47	Q9NQ86	UBB_UBE2C	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P61086	Q9NQ86	UBC_UBE2K	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9NPD8	Q9NQ86	UBC_UBE2T	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P62979	Q9NQ86	RPS27A_UBE2L5	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q5JXB2	Q9NQ86	RPS27A_UBE2NL	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9H832	Q9NQ86	UBC_UBE2Z	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q7Z7E8	Q9NQ86	UBB_UBE2Q1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q8N2K1	Q9NQ86	UBB_UBE2J2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P62987	Q9NQ86	UBA52_UBE2L6	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9Y2X8	Q9NQ86	RPS27A_UBE2D4	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51668_P62979	Q9NQ86	RPS27A_UBE2D1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O14933_P0CG48	Q9NQ86	UBC_UBE2L6	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P68036	Q9NQ86	UBA52_UBE2L3	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q8N2K1	Q9NQ86	UBA52_UBE2J2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9NPD8	Q9NQ86	UBA52_UBE2T	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9Y385	Q9NQ86	RPS27A_UBE2J1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P51965	Q9NQ86	UBC_UBE2E1	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62256_P62987	Q9NQ86	UBA52_UBE2H	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q8WVN8	Q9NQ86	UBB_UBE2Q2	TRIM36	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
