source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort
Q9Y653	P61586	ADGRG1	RHOA	True	True	False	True	True	False	SIGNOR	SIGNOR:24949629	1
P68400	Q9Y6K1	CSNK2A1	DNMT3A	True	False	True	True	False	True	ProtMapper;PhosphoSite_noref;SIGNOR;PhosphoSite_ProtMapper	SIGNOR:25066127	1
Q01638	O43318	IL1RL1	MAP3K7	True	True	False	True	True	False	SIGNOR	SIGNOR:35238669	1
O00308	P60484	WWP2	PTEN	True	False	True	True	False	True	HINT;SIGNOR;BioGRID	BioGRID:31592114;HINT:35331737;HINT:27852060;HINT:30016585;BioGRID:33039560;HINT:28475870;HINT:21532586;SIGNOR:21532586;BioGRID:30016585;HINT:36897111;HINT:27295432	11
Q13884	P53778	SNTB1	MAPK12	True	False	True	True	False	True	HINT;HPRD;SIGNOR	SIGNOR:29681515;HINT:30126976;HINT:10212242;HPRD:10212242	4
Q15485	O00187	FCN2	MASP2	True	True	False	True	True	False	HPRD;SIGNOR	SIGNOR:17204478;HPRD:12421953	2
COMPLEX:P24863_P49336_Q71F56_Q93074_Q9UHV7	P46531	CCNC_CDK8_MED12_MED13_MED13L	NOTCH1	True	False	True	True	False	True	SIGNOR	SIGNOR:15546612;SIGNOR:25344755	2
COMPLEX:P0CG48_Q969T4	Q8IWT3	UBC_UBE2E3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
P05771	Q96D31	PRKCB	ORAI1	True	False	True	True	False	True	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;PhosphoSite_MIMP;REACH_ProtMapper;MIMP;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	ProtMapper:23454861;ProtMapper:20534587;PhosphoSite:23144458;SIGNOR:20534587;ProtMapper:23890116;PhosphoSite:20534587;ProtMapper:23052215	7
P08069	COMPLEX:P27986_P42336	IGF1R	PIK3CA_PIK3R1	True	True	False	True	True	False	SIGNOR	SIGNOR:18595745	1
Q8N0Z6	Q09472	TTC5	EP300	True	True	False	True	True	False	SIGNOR	SIGNOR:15448695	1
Q9UNH5	Q9NQR1	CDC14A	KMT5A	True	False	True	True	False	True	ProtMapper;SIGNOR_ProtMapper;DEPOD;SIGNOR	ProtMapper:20966048;SIGNOR:20966048;DEPOD:20966048	3
O14713	COMPLEX:P05556_P56199	ITGB1BP1	ITGA1_ITGB1	True	False	True	True	False	True	SIGNOR	SIGNOR:19118207	1
O14672	P35070	ADAM10	BTC	True	True	True	True	True	False	SIGNOR;Wang	SIGNOR:26284334	1
P31749	COMPLEX:P49815_Q92574	AKT1	TSC1_TSC2	True	True	True	True	False	True	KEGG-MEDICUS;SIGNOR	SIGNOR:12150915;SIGNOR:19593385	2
P68400	Q92538	CSNK2A1	GBF1	True	False	True	True	False	True	PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;SIGNOR;PhosphoSite_noref	SIGNOR:29898406;PhosphoSite:29898406	2
P32942	COMPLEX:P05107_Q13349	ICAM3	ITGAD_ITGB2	True	True	False	True	True	False	SIGNOR;ICELLNET;CellPhoneDB	SIGNOR:8777714;ICELLNET:8777714	2
Q05923	Q16659	DUSP2	MAPK6	True	False	True	True	False	True	SIGNOR	SIGNOR:28252035	1
P53350	Q14790	PLK1	CASP8	True	False	True	True	False	True	ProtMapper;PhosphoSite_noref;SIGNOR;PhosphoSite_ProtMapper	SIGNOR:24484936	1
P53778	P15172	MAPK12	MYOD1	True	True	False	True	True	False	ProtMapper;iPTMnet;SIGNOR;PhosphoSite_ProtMapper	SIGNOR:20026657	1
P17612	Q9H2S1	PRKACA	KCNN2	True	False	True	True	False	True	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;PhosphoSite_MIMP;MIMP;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	ProtMapper:16513649;PhosphoSite:16513649;SIGNOR:16513649	3
Q14493	Q96QV6	SLBP	H2AC1	True	True	False	True	True	False	SIGNOR	SIGNOR:19155325	1
Q8N5S9	Q16566	CAMKK1	CAMK4	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;HPRD;HPRD_KEA;phosphoELM_MIMP;PhosphoSite;PhosphoSite_MIMP;KEA;MIMP;hprd_ProtMapper;iPTMnet;PhosphoPoint;Kinexus_KEA;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref;dbPTM;Wang	HPRD:9705275;PhosphoSite:19506079;KEA:8702940;SIGNOR:15769749;KEA:9163534;dbPTM:19506079;PhosphoSite:15769749;dbPTM:15143065;PhosphoSite:15143065;ProtMapper:8621423;PhosphoSite:8702940;SIGNOR:10770941;iPTMnet:8702940;dbPTM:8702940;KEA:8621423;KEA:9822657;KEA:7615569;KEA:15143065;HPRD:8621423;KEA:15262966;ProtMapper:15143065;HPRD:7615569;SIGNOR:15143065;ProtMapper:15769749;ProtMapper:7615569	25
P07384	P49840	CAPN1	GSK3A	True	True	False	True	True	False	SIGNOR;ACSN	ACSN:17593948;ACSN:21266584;ACSN:16129881;SIGNOR:25969760;ACSN:21670566	5
P17252	P48730	PRKCA	CSNK1D	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;SIGNOR;PhosphoSite_noref	SIGNOR:31096047;PhosphoSite:31096047	2
P68400	P43629	CSNK2A1	KIR3DL1	True	True	False	True	True	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite_MIMP;MIMP;SIGNOR;PhosphoSite_noref	SIGNOR:17911614	1
Q00535	Q9NQT8	CDK5	KIF13B	True	False	True	True	False	True	iPTMnet;Sparser_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;REACH_ProtMapper;SIGNOR_ProtMapper;SIGNOR	ProtMapper:28918744;ProtMapper:23077056;ProtMapper:27512725;SIGNOR:27512725;ProtMapper:25257900	5
Q9UKB1	Q9UMX1	FBXW11	SUFU	True	True	False	True	True	False	SIGNOR;ACSN	ACSN:12820959;SIGNOR:10564661;ACSN:15071497;ACSN:16371461;ACSN:18813803;ACSN:19797085;ACSN:15340381;ACSN:17053147;ACSN:15688063;ACSN:16651270;ACSN:16611981	11
Q9BYB0	P48058	SHANK3	GRIA4	True	True	False	True	True	False	SIGNOR	SIGNOR:28179641	1
Q86YJ5	P15151	MARCHF9	PVR	True	False	True	True	False	True	SIGNOR	SIGNOR:19457934	1
COMPLEX:O95163_Q0PNE2_Q6IA86_Q8TE02_Q96EB1_Q9H9T3	Q8TBN0	ELP1_ELP2_ELP3_ELP4_ELP5_ELP6	RAB3IL1	True	True	False	True	True	False	SIGNOR	SIGNOR:15780940	1
Q86V24	Q9UKG1	ADIPOR2	APPL1	True	True	False	True	True	False	Lit-BM-17;SIGNOR	Lit-BM-17:16622416;SIGNOR:16622416	2
P30550	P04054	GRPR	PLA2G1B	True	True	False	True	True	False	SIGNOR	SIGNOR:17251915	1
P10909	P98164	CLU	LRP2	True	True	False	True	True	False	SPIKE_LC;ConnectomeDB2025;BioGRID;HINT;HPRD;SIGNOR	BioGRID:7768901;ConnectomeDB2025:11772027;SIGNOR:32332780;BioGRID:17260971;HINT:7768901;HINT:17260971;HPRD:7768901;HINT:9228033;SPIKE_LC:16713569	9
O14827	P61586	RASGRF2	RHOA	True	True	False	True	True	False	SIGNOR	SIGNOR:32203420	1
Q9Y3R0	Q06413	GRIP1	MEF2C	True	True	False	True	True	False	SIGNOR	SIGNOR:11062529	1
O43603	O95837	GALR2	GNA14	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
COMPLEX:P42574	O75475	CASP3	PSIP1	True	False	True	True	False	True	SIGNOR	SIGNOR:18708362	1
P27361	P19793	MAPK3	RXRA	True	True	True	True	False	True	iPTMnet;phosphoELM_MIMP;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite;Wang;BEL-Large-Corpus_ProtMapper;PhosphoSite_MIMP;phosphoELM;PhosphoSite_KEA;KEA;MIMP;NCI-PID_ProtMapper;phosphoELM_KEA;InnateDB;SIGNOR_ProtMapper;SIGNOR	ProtMapper:17604322;InnateDB:10383391;PhosphoSite:16551633;phosphoELM:12048211;ProtMapper:15212693;PhosphoSite:20432439;ProtMapper:11606411;PhosphoSite:27852823;ProtMapper:15688020;KEA:10377179;PhosphoSite:17900311;ProtMapper:10383391;ProtMapper:12824162;PhosphoSite:18003614;PhosphoSite:10377179;KEA:12048211;SIGNOR:17604322	17
P25021	O95837	HRH2	GNA14	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
Q13153	Q13233	PAK1	MAP3K1	True	True	False	True	True	False	iPTMnet;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;Kinexus_KEA;PhosphoSite_MIMP;RLIMS-P_ProtMapper;Reactome_ProtMapper;phosphoELM_KEA;KEA;MIMP;Wang;Cui2007;InnateDB;SIGNOR_ProtMapper;SIGNOR	ProtMapper:12228228;InnateDB:12228228;SIGNOR:12228228;ProtMapper:24699410;PhosphoSite:12228228;KEA:12228228	6
Q13315	O15360	ATM	FANCA	True	True	False	True	True	False	iPTMnet;ProtMapper;SPIKE_LC;SIGNOR_ProtMapper;SIGNOR	ProtMapper:19109555;SPIKE_LC:17525332;SIGNOR:19109555	3
P19784	Q15022	CSNK2A2	SUZ12	True	True	False	True	True	False	SIGNOR	SIGNOR:36351927	1
P36894	Q15797	BMPR1A	SMAD1	True	True	False	True	True	False	iPTMnet;PhosphoPoint;SIGNOR_ProtMapper;ProtMapper;SPIKE_LC;Wang;BEL-Large-Corpus_ProtMapper;Kinexus_KEA;KEA;BioGRID;HINT;Lit-BM-17;HPRD;SIGNOR	ProtMapper:11792802;SPIKE_LC:16189514;ProtMapper:9136927;Lit-BM-17:9136927;KEA:9136927;HINT:9136927;SIGNOR:9136927;Lit-BM-17:24412244;SIGNOR:19620713;BioGRID:9136927;HPRD:11438941;HINT:24412244	12
Q7Z6M2	COMPLEX:P63208_Q13616_Q9Y297	FBXO33	BTRC_CUL1_SKP1	True	True	False	True	True	False	SIGNOR	SIGNOR:16797541	1
P42684	P17931	ABL2	LGALS3	True	True	False	True	True	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite_MIMP;MIMP;SIGNOR_ProtMapper;SIGNOR	ProtMapper:20150913;SIGNOR:20150913	2
Q9UKP6	P19086	UTS2R	GNAZ	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
COMPLEX:O15047_P61964_Q03164_Q15291_Q9C005_Q9UBL3_Q9UPS6	Q16695	ASH2L_DPY30_KMT2A_RBBP5_SETD1A_SETD1B_WDR5	H3-4	True	False	True	True	False	True	SIGNOR	SIGNOR:24680668	1
P24941	P04637	CDK2	TP53	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;HPRD;HPRD_KEA;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite_MIMP;HPRD-phos;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;RLIMS-P_ProtMapper;REACH_ProtMapper;PhosphoSite_KEA;SIGNOR_ProtMapper;Lit-BM-17;SIGNOR;NetworKIN_KEA;Wang	HPRD-phos:19664995;HPRD-phos:10747897;ProtMapper:11687964;ProtMapper:10935507;HPRD:10747897;HPRD-phos:19413330;KEA:10348343;ProtMapper:31804459;Lit-BM-17:25241761;ProtMapper:19413330;HPRD:10884347;KEA:17570479;Lit-BM-17:10884347;KEA:14702041;KEA:12064478;Lit-BM-17:19556892;ProtMapper:10884347;ProtMapper:7624134;KEA:16552184;KEA:10884347;KEA:92065884;ProtMapper:10348343;HPRD:12064478;HINT:19556892;HPRD:10348343;HPRD-phos:10348343;ProtMapper:14640983;HPRD-phos:17287340;HPRD-phos:12064478;ProtMapper:12064478;HINT:10884347;SIGNOR:24173284;KEA:9315650;KEA:16083285;KEA:10747897;HPRD-phos:10884347;ProtMapper:24173284;ProtMapper:19664995;ProtMapper:10747897;KEA:1088347;ProtMapper:17287340	41
O43426	Q12965	SYNJ1	MYO1E	True	True	False	True	True	False	Lit-BM-17;SIGNOR	Lit-BM-17:17257598;SIGNOR:17257598	2
Q16549	P41212	PCSK7	ETV6	True	False	True	True	False	True	SIGNOR	SIGNOR:12435397	1
P68400	Q13428	CSNK2A1	TCOF1	True	True	False	True	True	False	iPTMnet;SIGNOR_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;HINT;SIGNOR	PhosphoSite:25064736;HINT:32707033;ProtMapper:25064736;HINT:29999490;SIGNOR:25064736	5
P05771	P41180	PRKCB	CASR	True	False	True	True	False	True	HPRD_KEA;iPTMnet;phosphoELM_MIMP;PhosphoPoint;ProtMapper;HPRD_MIMP;PhosphoSite_MIMP;HPRD-phos;PhosphoSite_KEA;KEA;MIMP;hprd_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	KEA:9694886;ProtMapper:9694886;KEA:12356761;KEA:12409307;HPRD-phos:9694886;SIGNOR:12356761;HPRD-phos:12356761;HPRD:9694886;ProtMapper:12356761;HPRD:12356761	10
O14595	P84022	CTDSP2	SMAD3	True	True	False	True	True	False	ProtMapper;DEPOD;NCI-PID_ProtMapper;Wang;SIGNOR_ProtMapper;SIGNOR	ProtMapper:17035229;DEPOD:17035229;SIGNOR:17035229	3
P36894	O00238	BMPR1A	BMPR1B	True	True	False	True	True	False	PhosphoPoint;Wang;Cui2007;HPRD;SIGNOR	HPRD:10712517;SIGNOR:10712517	2
Q13882	P56945	PTK6	BCAR1	True	True	False	True	True	False	iPTMnet;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite;PhosphoSite_MIMP;REACH_ProtMapper;MIMP;SIGNOR_ProtMapper;SIGNOR	SIGNOR:22084245;ProtMapper:25938342;ProtMapper:22084245;PhosphoSite:15870699;ProtMapper:33391524	5
P12931	Q92558	SRC	WASF1	True	True	False	True	True	False	iPTMnet;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite_MIMP;RLIMS-P_ProtMapper;REACH_ProtMapper;phosphoELM;PhosphoSite_KEA;KEA;MIMP;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref	phosphoELM:16317717;ProtMapper:23354023;ProtMapper:16317717;SIGNOR:16317717;KEA:16317717	5
P07288	P12272	KLK3	PTHLH	True	True	True	True	True	False	HPRD;SIGNOR;Wang	HPRD:8683730;SIGNOR:8683730;HPRD:8753751;SIGNOR:8753751	4
P25116	P19086	F2R	GNAZ	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
P28482	P43354	MAPK1	NR4A2	True	True	False	True	True	False	iPTMnet;phosphoELM_MIMP;ProtMapper;PhosphoSite_MIMP;RLIMS-P_ProtMapper;phosphoELM;KEA;MIMP;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR	SIGNOR:17681692;phosphoELM:17681692;KEA:17681692;ProtMapper:17681692	4
Q13145	Q13467	BAMBI	FZD5	True	True	False	True	True	False	SIGNOR	SIGNOR:2662247	1
O43896	Q9NRW1	KIF1C	RAB6B	True	True	False	True	True	False	SIGNOR	SIGNOR:20360680	1
P06241	P43146	FYN	DCC	True	True	False	True	True	False	iPTMnet;PhosphoPoint;Sparser_ProtMapper;ProtMapper;REACH_ProtMapper;Wang;SIGNOR_ProtMapper;SIGNOR	ProtMapper:21849478;ProtMapper:30108487;ProtMapper:18616430;SIGNOR:15557120;ProtMapper:22588057;ProtMapper:15557120	6
P35414	P08754	APLNR	GNAI3	True	True	False	True	True	False	SIGNOR	SIGNOR:31160049	1
P18031	Q05397	PTPN1	PTK2	True	False	True	True	False	True	SIGNOR_ProtMapper;DOMINO;ProtMapper;SPIKE_LC;DEPOD;Adhesome;SIGNOR	SIGNOR:16291744;SPIKE_LC:16291744;ProtMapper:16291744;DEPOD:9418872;Adhesome:9418872;Adhesome:16291744;DEPOD:16291744;DOMINO:16291744	8
P12931	O95297	SRC	MPZL1	True	True	False	True	True	False	PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;HPRD_KEA;phosphoELM_MIMP;Li2012;PhosphoSite;PhosphoSite_MIMP;HPRD-phos;phosphoELM;KEA;MIMP;hprd_ProtMapper;iPTMnet;PhosphoPoint;BEL-Large-Corpus_ProtMapper;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;PhosphoSite_noref;Wang	HPRD:10681522;KEA:11751924;phosphoELM:11751924;ProtMapper:17016520;HPRD-phos:10681522;HPRD:11751924;ProtMapper:18669648;SPIKE_LC:16189514;HPRD-phos:17016520;HPRD-phos:20068231;ProtMapper:11751924;ProtMapper:18707149;HPRD-phos:11751924;HPRD-phos:18578522;ProtMapper:20068231;SIGNOR:11751924;ProtMapper:15212693;HPRD-phos:18669648;ProtMapper:19664994;ProtMapper:10681522;PhosphoSite:11751924;KEA:10681522;HPRD-phos:19664994;ProtMapper:18578522;HPRD-phos:18707149	25
P63000	P35125	RAC1	USP6	True	True	False	True	True	False	SIGNOR	SIGNOR:12612085	1
COMPLEX:P0CG47_Q96LR5	Q8IWT3	UBB_UBE2E2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
Q9H2K2	O15169	TNKS2	AXIN1	True	False	True	True	False	True	SIGNOR;LMPID;ELM;ACSN	ELM:19759537;ACSN:19759537;ELM:22153077;SIGNOR:19759537;LMPID:19759537;ACSN:22154485;LMPID:22153077;ACSN:21799911;ACSN:17825467	9
O43150	P84077	ASAP2	ARF1	True	True	True	True	False	True	Adhesome;HPRD;SIGNOR;Wang	Adhesome:10749932;SIGNOR:10022920;HPRD:10022920;Adhesome:10022920;HPRD:10749932;Adhesome:11304556	6
P84077	O43150	ARF1	ASAP2	True	False	True	False	False	False	Adhesome;HPRD	Adhesome:10749932;HPRD:10022920;Adhesome:10022920;HPRD:10749932;Adhesome:11304556	5
COMPLEX:Q9UBE0_Q9UBT2	P05412	SAE1_UBA2	JUN	True	False	True	True	False	True	SIGNOR	SIGNOR:16055711	1
P17612	O14558	PRKACA	HSPB6	True	False	True	True	False	True	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_KEA;KEA;MIMP;SIGNOR_ProtMapper;SIGNOR	SIGNOR:10196226;PhosphoSite:20833797;PhosphoSite:22794279;PhosphoSite:17084643;PhosphoSite:19850943;PhosphoSite:27046040;PhosphoSite:21334344;PhosphoSite:26443497;PhosphoSite:10196226;PhosphoSite:12133854;PhosphoSite:18790732;PhosphoSite:22731613;PhosphoSite:25446653;PhosphoSite:12716456;ProtMapper:10196226;KEA:11749379;PhosphoSite:15829720	17
Q9C004	P04049	SPRY4	RAF1	True	False	True	True	False	True	InnateDB;HPRD;SIGNOR;BioGRID	InnateDB:12717443;BioGRID:12717443;SIGNOR:12717443;HPRD:12717443	4
COMPLEX:P62987_Q9Y385	Q8IWT3	UBA52_UBE2J1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
Q9Y3C5	Q96J02	RNF11	ITCH	True	True	False	True	True	False	HINT;HPRD;SIGNOR;BioGRID	HINT:31985874;HPRD:19131965;HPRD:14559117;HINT:20676133;SIGNOR:19131965;BioGRID:14559117	6
P68400	O60341	CSNK2A1	KDM1A	True	True	False	True	True	False	iPTMnet;PhosphoSite_ProtMapper;ProtMapper;PhosphoSite;SIGNOR;HINT;ELM;PhosphoSite_noref	ELM:25999347;HINT:32707033;HINT:24486797;SIGNOR:25999347;PhosphoSite:25999347	5
COMPLEX:P0CG47_P61081	Q8IWT3	UBB_UBE2M	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9NR09	Q8IWT3	BIRC6_RPS27A	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q96B02	Q8IWT3	UBA52_UBE2W	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61081_P62979	Q8IWT3	RPS27A_UBE2M	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q7Z7E8	Q8IWT3	UBC_UBE2Q1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P49459	Q8IWT3	UBB_UBE2A	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62253	Q8IWT3	UBB_UBE2G1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q16763	Q8IWT3	RPS27A_UBE2S	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9Y385	Q8IWT3	UBC_UBE2J1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q5VVX9	Q8IWT3	RPS27A_UBE2U	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P60604_P62979	Q8IWT3	RPS27A_UBE2G2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61077_P62987	Q8IWT3	UBA52_UBE2D3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P63279	Q8IWT3	UBC_UBE2I	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51668_P62987	Q8IWT3	UBA52_UBE2D1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q8WVN8	Q8IWT3	RPS27A_UBE2Q2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9Y2X8	Q8IWT3	UBA52_UBE2D4	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P51965	Q8IWT3	UBB_UBE2E1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9Y2X8	Q8IWT3	UBB_UBE2D4	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9NPD8	Q8IWT3	RPS27A_UBE2T	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_P63146	Q8IWT3	UBA52_UBE2B	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62837_P62979	Q8IWT3	RPS27A_UBE2D2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q969T4	Q8IWT3	UBB_UBE2E3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62253_P62979	Q8IWT3	RPS27A_UBE2G1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62256_P62979	Q8IWT3	RPS27A_UBE2H	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61077_P62979	Q8IWT3	RPS27A_UBE2D3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P51965_P62979	Q8IWT3	RPS27A_UBE2E1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P62837	Q8IWT3	UBC_UBE2D2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q8N2K1	Q8IWT3	UBC_UBE2J2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q9H832	Q8IWT3	UBA52_UBE2Z	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P68036	Q8IWT3	UBC_UBE2L3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P68036	Q8IWT3	RPS27A_UBE2L3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61086_P62979	Q8IWT3	RPS27A_UBE2K	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P60604_P62987	Q8IWT3	UBA52_UBE2G2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:A0A1B0GUS4_P0CG47	Q8IWT3	UBB_UBE2L5	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q712K3	Q8IWT3	UBA52_UBE2R2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62256	Q8IWT3	UBB_UBE2H	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P61088	Q8IWT3	UBB_UBE2N	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61081_P62987	Q8IWT3	UBA52_UBE2M	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q9H832	Q8IWT3	RPS27A_UBE2Z	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q7Z7E8	Q8IWT3	RPS27A_UBE2Q1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_P62837	Q8IWT3	UBB_UBE2D2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_Q969T4	Q8IWT3	RPS27A_UBE2E3	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q13404	Q8IWT3	UBB_UBE2V1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q712K3	Q8IWT3	UBB_UBE2R2	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q5VVX9	Q8IWT3	UBC_UBE2U	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_Q9NR09	Q8IWT3	BIRC6_UBC	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:O00762_P62979	Q8IWT3	RPS27A_UBE2C	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P61088_P62987	Q8IWT3	UBA52_UBE2N	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG48_P51668	Q8IWT3	UBC_UBE2D1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q96B02	Q8IWT3	UBB_UBE2W	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62979_P63146	Q8IWT3	RPS27A_UBE2B	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P62987_Q16763	Q8IWT3	UBA52_UBE2S	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q9Y385	Q8IWT3	UBB_UBE2J1	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
COMPLEX:P0CG47_Q5JXB2	Q8IWT3	UBB_UBE2NL	CUL9	True	True	False	True	True	False	SIGNOR	SIGNOR:34199813	1
